date,open,high,low,close,volume,amount,stock_id,name,industry_category,macd,macd_signal,macd_hist,ema20,ema60,ema120,rsi14,adx14,atr14,volume_ma20,amount_ma20,close_20d_high,close_10d_low,lr_slope_20,lr_slope_60,return_5d,day_return,prev_close,prev_volume_ratio,bb_upper,bb_mid,bb_lower,bb_pct_b,bb_bandwidth,stoch_k,stoch_d,obv,obv_ma,williams_r,cci20,mfi14,ichi_senkou_a,ichi_senkou_b,market_ma60,market_above_ma60,market_return_5d,foreign_net,foreign_buy_streak,invest_trust_net,invest_trust_streak,dealer_net,dealer_buy_streak,relative_strength_5d,margin_change_5d,short_ratio,revenue_yoy,revenue_mom,revenue_3m_yoy,foreign_holding_pct,foreign_holding_chg5d,insider_net_30d,has_buyback,limit_down_streak,macd_golden_cross,hist_turn_positive,above_ema60,ema60_gt_ema120,volume_ratio,volume_break,rsi_strong,adx_trending,breakout_20d,avoid_chase,liquidity_ok,foreign_buy_3d,stronger_than_market,kd_golden_cross,obv_uptrend,invest_trust_buy_2d,dealer_buy_3d,bb_squeeze_breakout,breakout_volume_confirm,williams_r_recovery,cci_momentum,mfi_strong,above_ichimoku_cloud,long_upper_shadow,open_high_close_low,gap_chase_after_blowout,earnings_blocked,f_score,f_score_low,condition_count,skip_trade,entry_signal,entry_score,momentum_score,macd_death_cross,close_below_ema20,close_below_swing_low,base_exit_signal,entry_reason,skip_reason,base_exit_reason
2026-06-10,50.2,50.6,48.7,48.75,722398,35694994,6165,浪凡,,0.0195657406731939,-0.017121687934724,0.0366874286079179,48.920247730292274,48.2678723011509,48.19945445182609,49.406741956052976,20.966787741815786,1.5981298489983513,617856.1,30223693.45,50.2,48.1,0.0586596371008898,0.1164495009991899,0.0114107883817426,-0.0288844621513945,50.2,2.7713044159891838,49.84740702121199,48.63750000000018,47.42759297878837,0.5464911757794175,0.0497520234885348,48.03921568627455,57.77310924369764,34092243.0,32425241.2,-51.960784313725455,102.64467137994129,51.7882312733536,50.7125,47.25,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,1.1692010485936777,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-1,False,7,False,False,451.6920104859368,,False,True,False,True,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, adx_trending, obv_uptrend, mfi_strong",,close_below_ema20
2026-06-10,12.8,13.1,12.4,12.4,644470,8226741,6164,華興,,0.1437310027087868,0.1269666545697021,0.0167643481390846,12.559615753035215,12.359857177426408,12.061673170006518,48.649969283201024,18.4389551812462,0.5935628390578689,829630.7,10571933.65,13.55,12.1,0.5534344592763369,-0.0087431140134061,-0.0848708487084871,-0.03125,12.8,0.6606915540866279,13.494074210894729,12.397500000000012,11.300925789105298,0.5011399137309399,0.1769024740302019,23.07692307692312,31.623931623932247,21081039.0,18426575.8,-76.92307692307688,36.33491311216436,64.72398685822014,12.475,12.45,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,0.7768155156264107,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-1,False,6,False,False,362.7681551562641,,False,True,False,True,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, obv_uptrend, mfi_strong",,close_below_ema20
2026-06-10,137.5,147.5,125.0,125.5,6915733,932003201,6166,凌華,,10.2492318178994,12.07981746936493,-1.8305856514655297,122.2108020270846,98.61195650326724,84.39205171346939,56.95771726893232,65.1429021893509,9.311918806551398,4419474.4,544754417.3,137.5,125.0,0.8716690476054979,1.7124020875665904,-0.0118110236220472,-0.0872727272727272,137.5,0.6558707181464376,142.11668975649087,125.575,109.03331024350912,0.4977330006455183,0.2634551424485903,20.0,36.66666666666666,66569263.0,64372337.65,-77.19298245614036,64.31946349641821,55.34766196421983,73.775,69.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,1.564831555535201,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,-1,False,11,False,False,745.648315555352,,False,False,False,False,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",,
2026-06-10,24.65,25.4,23.85,23.85,2455720,60533157,6168,宏齊,,-0.4066719197489838,0.1187989064312274,-0.5254708261802112,26.551074022811065,25.757337680321218,24.068031895878693,38.2802403660351,18.248141983641453,1.614172738095469,6153744.55,177411668.95,30.9,24.3,-0.3988456648164441,0.1905844096383968,-0.1358695652173913,-0.0479041916167664,25.05,0.3166208524504289,30.621743200459925,27.0875,23.553256799540076,0.0419811517811383,0.2609501209384348,6.140350877193008,15.789473684210558,274640553.0,267955479.1,-96.2162162162162,-128.16479400749083,62.98354855243833,26.3875,24.325000000000003,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,False,True,0.3990610887479884,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-1,False,6,False,False,358.9906108874799,,False,True,True,True,"ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, obv_uptrend, mfi_strong",,"close_below_ema20, close_below_swing_low"
2026-06-10,91.2,92.5,89.1,89.1,14175549,1281146730,6176,瑞儀,,-1.6972215496846417,0.1209989323311937,-1.8182204820158356,99.78933439886896,101.91439490826036,108.11725506127362,30.06747719063935,30.14402293641062,4.264052062881287,9213681.5,925211794.25,107.5,91.8,-0.4189533701593111,0.2109159393648686,-0.1307317073170731,-0.0294117647058823,91.8,1.94635437516268,111.07371401285126,101.5,91.92628598714874,-0.1476065601789907,0.1886446110906651,0.0,8.499906942117983,-77744991.0,-3996403.3,-100.0,-225.55945265029905,18.325670432000464,102.525,111.55,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,False,False,1.5385325616041752,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,False,5,False,False,325.38532561604177,,False,True,True,True,"volume_break, market_above_ma60, avoid_chase, liquidity_ok, adx_trending",,"close_below_ema20, close_below_swing_low"
2026-06-10,88.8,88.9,88.1,88.6,99090,8760235,6183,關貿,,-0.8780127563913851,-0.6478225037209127,-0.2301902526704724,90.76303383135053,92.23600813857006,93.30181944321096,27.01337931686234,22.013194222031743,1.1414323535629425,49109.45,4436544.5,92.2,88.8,-0.1703889971674532,-0.0548491314813744,-0.0253025302530254,-0.0022522522522522,88.8,1.888253914583227,93.02509168498035,90.97999999999992,88.93490831501951,-0.0818810025680401,0.0449569506480637,34.04255319148922,38.69680851063822,-779092.0,-345199.6,-68.00000000000011,-181.3537675606636,11.400948752981291,93.65,92.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,False,False,2.0177379302761485,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,False,4,False,False,255.1773793027615,,False,True,True,True,"volume_break, market_above_ma60, avoid_chase, adx_trending",,"close_below_ema20, close_below_swing_low"
2026-06-10,54.3,55.8,53.0,53.1,3727565,201029005,6189,豐藝,,1.5473901883300272,1.3154233332122218,0.2319668551178053,51.74979309609501,49.28006285119948,48.97168413266616,55.700667313568914,29.10612352604333,2.220347367344133,2435076.45,127740708.95,56.2,49.9,0.6154367396580724,0.2569075797943716,-0.0551601423487544,-0.0500894454382826,55.9,2.8391561469407853,56.018469575191446,51.38000000000002,46.74153042480859,0.6854059805845553,0.180555452518156,53.03030303030302,67.67676767676797,13313623.0,10470882.6,-46.969696969696976,109.6262057877816,47.67908759024335,47.2625,46.55,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,1.5307794545834483,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,-1,False,10,False,False,660.3077945458344,,False,False,False,False,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, above_ichimoku_cloud",,
2026-06-10,97.1,99.8,92.2,92.4,6765550,651018873,6191,精成科,,-0.4939502260625517,-0.4663456998410279,-0.0276045262215237,96.86733047439944,99.07833493270276,101.87130880834285,42.38399564234726,13.60493399579276,4.700476847186348,7628971.15,740177654.9,100.5,94.7,0.2905325938305409,-0.0023991178353495,-0.080597014925373,-0.057142857142857,98.0,0.6719490392234483,101.49310534131104,95.84000000000016,90.18689465868924,0.1957424466459319,0.1179696440173392,13.281250000000025,33.854166666666664,1198088776.0,1194593604.6,-86.71874999999999,-37.28473089831211,58.594071391791296,104.175,102.05,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,False,False,0.8868233824688142,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-1,False,5,False,False,303.86823382468816,,True,True,True,True,"market_above_ma60, avoid_chase, liquidity_ok, obv_uptrend, mfi_strong",,"macd_death_cross, close_below_ema20, close_below_swing_low"
2026-06-10,128.5,131.5,128.5,129.0,383262,49780451,6192,巨路,,1.2208293571030566,1.6176991300418744,-0.3968697729388177,127.82255755744616,124.17353435665328,119.6883503473347,53.69756712173872,21.529758439252905,4.115276652112524,398028.15,51290573.6,133.5,126.5,-0.0100326594848801,0.1909366528984762,-0.0114942528735632,0.0038910505836575,128.5,0.625435704797087,133.25,128.75,124.25,0.5277777777777778,0.0699029126213592,76.19047619047619,65.67460317460366,11506881.0,10603820.85,-38.46153846153846,43.51610095735384,50.69645168646223,120.75,124.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,0.9629017445122914,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,-1,False,9,True,False,589.6290174451229,,False,False,False,False,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",long_upper_shadow,
2026-06-10,520.0,545.0,500.0,500.0,3581949,1872718980,6196,帆宣,,31.19283780071464,33.561141654950006,-2.3683038542353643,476.61491178860666,406.25791407851926,352.3112887827436,61.813758750427,44.94068542318319,27.48280292517907,2930153.1,1375528427.1,520.0,487.5,1.332761434318191,1.1682348083640557,-0.0196078431372549,-0.0384615384615384,520.0,0.6450856922583064,559.4144799843264,474.225,389.0355200156737,0.6512804163421482,0.3592787389291004,48.86363636363637,59.57491582491578,158478898.0,160119799.55,-41.28440366972477,67.5377190613684,65.27065980381676,362.125,333.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,1.2224443152816826,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,-1,False,9,False,False,607.2244431528168,,False,False,False,False,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, mfi_strong, above_ichimoku_cloud",,
