date,open,high,low,close,volume,amount,stock_id,name,industry_category,macd,macd_signal,macd_hist,ema20,ema60,ema120,rsi14,adx14,atr14,volume_ma20,amount_ma20,close_20d_high,close_10d_low,lr_slope_20,lr_slope_60,return_5d,day_return,prev_close,prev_volume_ratio,bb_upper,bb_mid,bb_lower,bb_pct_b,bb_bandwidth,stoch_k,stoch_d,sma5,sma10,obv,obv_ma,williams_r,cci20,mfi14,ichi_senkou_a,ichi_senkou_b,market_ma60,market_above_ma60,market_return_5d,foreign_net,foreign_buy_streak,invest_trust_net,invest_trust_streak,dealer_net,dealer_buy_streak,relative_strength_5d,margin_change_5d,short_ratio,revenue_yoy,revenue_mom,revenue_3m_yoy,foreign_holding_pct,foreign_holding_chg5d,insider_net_30d,has_buyback,limit_down_streak,macd_golden_cross,hist_turn_positive,above_ema60,ema60_gt_ema120,volume_ratio,volume_break,rsi_strong,adx_trending,breakout_20d,avoid_chase,liquidity_ok,foreign_buy_3d,stronger_than_market,kd_golden_cross,obv_uptrend,invest_trust_buy_2d,dealer_buy_3d,bb_squeeze_breakout,breakout_volume_confirm,williams_r_recovery,cci_momentum,mfi_strong,ma5_above_ma10,kd_level_score,bb_level_signal,gap_to_20d_high_pct,breakout_proximity_score,obv_strength,foreign_buy_accel,invest_trust_accel,above_ichimoku_cloud,long_upper_shadow,open_high_close_low,gap_chase_after_blowout,earnings_blocked,f_score,f_score_low,condition_count,skip_trade,entry_signal,entry_score,momentum_score,expected_hold_days,momentum_decay_signal,estimated_sl_days,macd_death_cross,close_below_ema20,close_below_swing_low,base_exit_signal,entry_reason,skip_reason,base_exit_reason
2026-08-04,229.0,248.0,224.0,245.5,31596298,7550625620,2449,京元電子,,-21.774356371556934,-16.70513095317044,-5.069225418386495,265.46321759456646,287.5593468332488,281.8843917972779,42.67704983320876,22.16679246392523,22.476554302708013,25407497.45,7033423730.95,351.0,203.5,-1.992219013883043,-0.2813401193217684,0.0402542372881356,0.051391862955032,233.5,1.1957236912185607,343.56430468795355,273.65,203.7356953120464,0.2986821142994911,0.5109760985781369,47.19626168224299,36.604361370717015,223.7,248.25,1160931913.0,1169483578.6,-60.85271317829457,-82.43524295708075,41.28712661060314,310.875,314.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2864,-0.0411,0.0,29.95,-1.75,0,False,0,False,False,False,True,1.2435816656945091,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,42.9735234215886,0.0,-0.1511462178862322,False,False,False,False,False,False,False,-1,False,5,False,False,330.62206204231035,,3,False,3,False,True,False,True,"ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending",,close_below_ema20
2026-08-04,28.45,28.55,28.4,28.5,95333,2713319,2450,神腦,,-0.1758259038478087,-0.1927756273145474,0.0169497234667386,28.811931055651435,29.190302620404967,29.333677233315164,39.60212714302767,10.276487749862795,0.3403457643059001,122576.6,3520919.85,29.05,28.65,-0.0396389737174637,-0.0839368250455138,-0.0069686411149825,-0.0052356020942407,28.65,1.8863711931973,28.9924456458162,28.76249999999991,28.53255435418362,-0.0707870637603396,0.0159892669841836,16.666666666666863,27.777777777777374,28.66999999999989,28.704999999999835,-2785823.0,-2403422.4,-85.71428571428557,-244.9122807017565,34.13141203756028,30.225,30.375,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1642,0.082,0.0,1.38,0.04,0,False,0,False,False,False,False,0.7777422444414349,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20.0,25.0,1.9298245614035112,15.0,-0.5167391982463287,False,False,False,False,False,False,False,-1,False,2,False,False,191.5765520654584,,3,False,3,False,True,True,True,"market_above_ma60, avoid_chase",,"close_below_ema20, close_below_swing_low"
2026-08-04,276.0,288.5,271.0,284.5,9541079,2689157000,2451,創見,,0.9595577513001105,-5.633974519452176,6.593532270752286,266.52426031239224,273.4195835243628,261.24256559011565,56.456461392157166,16.295875300256697,17.458958399438092,7840887.45,2072365718.0,293.0,235.0,0.7648334756011987,-0.5815770660040537,0.1048543689320389,0.0124555160142347,281.0,1.5273200623229612,292.0588340944088,255.725,219.39116590559124,0.8959807809606863,0.2841633324423406,81.89655172413794,84.97391375234413,279.5,267.7,424905730.0,387188974.4,-13.291139240506327,123.14588427057868,66.70466540020799,315.125,311.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.8155,-0.1953,0.0,9.52,-0.67,0,False,0,False,False,True,True,1.2168366222371934,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,-20.0,-12.0,2.987697715289982,8.0,1.532542821627945,False,False,False,False,False,False,False,-1,False,6,False,False,416.5588800819073,,3,False,3,False,False,False,False,"ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, obv_uptrend, mfi_strong",,
2026-08-04,52.5,53.1,52.3,52.7,119298,6280657,2453,凌群,,-1.0135881808190703,-1.230857093787879,0.2172689129688088,52.8129868082948,54.48858234165562,54.981808192485886,47.03870040586921,27.928691759810143,1.43505623162275,360584.1,19011882.95,57.5,50.4,-0.3505280781764463,-0.1985135577330965,0.0435643564356436,0.0019011406844107,52.6,0.5282680306205209,55.996363022598274,52.6300000000002,49.26363697740213,0.5103969773209095,0.1279256326277051,86.4864864864865,90.09009009009,51.90000000000036,51.80000000000018,20857387.0,21838331.95,-17.948717948717846,-1.8467220683282164,28.714189393766603,58.325,59.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0579,0.1769,0.0,5.04,0.29,0,False,0,False,False,False,False,0.3308465348305707,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-20.0,0.0,9.108159392789368,0.0,-0.1697837977455897,False,False,False,False,False,False,False,-1,False,3,False,False,206.27105977535865,,5,False,3,False,True,False,True,"market_above_ma60, avoid_chase, adx_trending",,close_below_ema20
2026-08-04,4095.0,4095.0,3800.0,3865.0,16854591,65849670765,2454,聯發科,,-99.52219654180816,-127.9748117751276,28.45261523331942,3709.665845909398,3639.7524436239087,3151.7140195838247,52.68006287913283,18.612592373160997,280.9560885260327,9750667.55,35654462750.95,4125.0,3150.0,-0.4939388327250602,-0.1123245306577158,0.1659125188536954,-0.0115089514066496,3910.0,0.8123167786128516,4182.768049118188,3672.0,3161.231950881812,0.6889311599787844,0.2781961051841983,79.18552036199095,73.09328666154397,3543.0,3618.5,173821610.0,197245840.85,-20.81447963800905,68.72466479575921,51.94871217754153,4260.0,3305.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.028,0.223,0.0,55.16,-0.35,0,False,0,False,False,True,True,1.728557651419466,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,-10.0,0.0,6.727037516170762,0.0,-0.8536827475570813,False,False,False,False,True,False,False,-1,False,5,True,False,297.04138354350965,,3,False,3,False,False,False,False,"ema60_gt_ema120, volume_break, market_above_ma60, liquidity_ok, mfi_strong",open_high_close_low,
2026-08-04,349.0,353.0,347.5,353.0,5155026,1816257678,2455,全新,,-10.585312794776314,-15.098884129850086,4.513571335073772,318.8295588139864,331.86928106228567,305.4334313915718,55.91017131237589,16.606715959187646,27.7889908093908,7486824.85,2390695351.5,345.0,265.5,-0.2625598485558436,-0.532055223061797,0.1669421487603306,0.0996884735202492,321.0,0.8059565689484054,360.24527725581765,312.275,264.3047227441823,0.924481599124602,0.3072309807433684,96.55172413793105,66.0098522167488,300.8,313.55,389472860.0,395555585.0,-3.4482758620689653,126.89202825428856,45.98575043002087,393.75,367.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2355,0.0162,0.0,28.63,0.11,0,False,0,False,False,True,True,0.6885463602103634,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-20.0,-25.0,-2.26628895184136,25.0,-0.3251153699925076,False,False,False,False,False,False,False,-1,False,6,False,False,367.9840791621936,,3,False,3,False,False,False,False,"ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, cci_momentum",,
2026-08-04,21.9,23.15,21.8,23.0,1179940,26870081,2457,飛宏,,-1.6450163965736238,-1.4361388119653278,-0.2088775846082959,24.174731076055476,26.039512865709582,26.58336733785952,41.56683085054322,30.53521863597656,1.4772381553021272,2404271.5,58843706.95,30.15,20.15,-1.629836219170512,-0.1650399282439003,0.0313901345291478,0.0313901345291478,22.3,0.6491792435962374,29.606962282499214,24.632499999999983,19.658037717500747,0.3359119129575756,0.4038942277478322,60.19417475728155,42.80615794090105,21.529999999999927,22.694999999999983,49901650.0,59691568.6,-58.1081081081081,-66.0613650594864,24.379656888253574,29.1625,27.925,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-0.0268,0.0088,0.0,6.67,0.26,0,False,0,False,False,False,False,0.4907682015113517,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,31.08695652173912,0.0,-0.2759588901874951,False,False,False,False,False,False,False,-1,False,4,False,False,251.5961753328636,,8,False,3,False,True,False,True,"market_above_ma60, avoid_chase, liquidity_ok, adx_trending",,close_below_ema20
2026-08-04,154.0,160.0,153.0,157.5,1775639,278792608,2458,義隆,,-4.554313840561974,-2.3765220688071427,-2.177791771754832,163.50186717022552,161.38871809417117,152.1914980443873,43.90801119870118,18.2042170036096,9.280653529268402,4506689.5,793719780.5,188.0,148.0,-1.1544149034504556,0.1877281092797421,0.0194174757281553,0.0063897763578275,156.5,0.6400832328002828,192.8378252884122,168.1,143.36217471158778,0.2857531962406314,0.2943227280001453,42.1875,34.375,152.5,159.65,79843374.0,85802409.55,-60.869565217391305,-73.38129496402892,37.44189737885159,163.875,158.25,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0713,0.0548,0.0,23.27,0.38,0,False,0,False,False,False,True,0.3940007404548283,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,19.365079365079367,0.0,-0.2904694429238669,False,False,False,False,False,False,False,-1,False,4,False,False,240.45437408946188,,3,False,3,False,True,False,True,"ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok",,close_below_ema20
2026-08-04,63.7,64.1,63.6,63.9,117366,7484925,2459,敦吉,,-0.298310358404251,-0.2332448615375928,-0.0650654968666581,64.67144640652437,65.3857160537218,65.67250789439463,43.66661105838024,15.435969475420674,1.0079751367902872,155422.95,10138862.05,67.2,63.6,0.020049112054381,-0.0908221959706233,-0.0184331797235022,-0.0015625,64.0,0.6305008895664669,66.45720779108117,64.64999999999982,62.84279220891847,0.2924975745176885,0.0559074335988045,14.28571428571414,22.817460317459943,64.0800000000003,64.64999999999964,-306419.0,20217.6,-93.02325581395355,-76.65505226480803,42.10660044516013,66.85000000000001,67.55,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2097,-0.0104,0.0,15.76,-0.08,0,False,0,False,False,False,False,0.755139443692196,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20.0,0.0,5.164319248826297,0.0,-0.6624686644159667,False,False,False,False,False,False,False,-1,False,2,False,False,149.60177046393036,,3,False,3,False,True,False,True,"market_above_ma60, avoid_chase",,close_below_ema20
2026-08-04,30.15,31.5,29.9,30.5,356475,10835282,2460,建通,,-1.277285422384928,-1.1256816640225764,-0.1516037583623515,31.660127327770876,32.49808159352171,30.558457493539013,43.18599485830584,20.38227816115034,1.9110718588842197,722154.15,23661813.95,39.5,28.25,-0.9804611319358306,-0.046926546819325,0.020066889632107,0.0032894736842106,30.4,0.3528264734421858,36.16169264736322,31.884999999999945,27.608307352636672,0.3380758083172233,0.2682573402768248,65.42056074766353,56.97745725709501,29.68999999999996,30.43999999999996,23566844.0,25532304.0,-48.14814814814815,-55.113410266613634,31.12785778897353,36.2125,35.525,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5908,-0.0486,0.0,1.24,0.17,0,False,0,False,False,False,True,0.4936272955019368,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,29.508196721311474,0.0,-0.5624263280669448,False,False,False,True,False,False,False,-1,False,4,True,False,273.18715701821606,,3,False,3,False,True,False,True,"ema60_gt_ema120, market_above_ma60, avoid_chase, adx_trending",long_upper_shadow,close_below_ema20
