date,open,high,low,close,volume,amount,stock_id,name,industry_category,macd,macd_signal,macd_hist,ema20,ema60,ema120,rsi14,adx14,atr14,volume_ma20,amount_ma20,close_20d_high,close_10d_low,lr_slope_20,lr_slope_60,return_5d,day_return,prev_close,prev_volume_ratio,bb_upper,bb_mid,bb_lower,bb_pct_b,bb_bandwidth,stoch_k,stoch_d,sma5,sma10,obv,obv_ma,williams_r,cci20,mfi14,ichi_senkou_a,ichi_senkou_b,market_ma60,market_above_ma60,market_return_5d,foreign_net,foreign_buy_streak,invest_trust_net,invest_trust_streak,dealer_net,dealer_buy_streak,relative_strength_5d,margin_change_5d,short_ratio,revenue_yoy,revenue_mom,revenue_3m_yoy,foreign_holding_pct,foreign_holding_chg5d,insider_net_30d,has_buyback,limit_down_streak,macd_golden_cross,hist_turn_positive,above_ema60,ema60_gt_ema120,volume_ratio,volume_break,rsi_strong,adx_trending,breakout_20d,avoid_chase,liquidity_ok,foreign_buy_3d,stronger_than_market,kd_golden_cross,obv_uptrend,invest_trust_buy_2d,dealer_buy_3d,bb_squeeze_breakout,breakout_volume_confirm,williams_r_recovery,cci_momentum,mfi_strong,ma5_above_ma10,above_ichimoku_cloud,long_upper_shadow,open_high_close_low,gap_chase_after_blowout,earnings_blocked,f_score,f_score_low,condition_count,skip_trade,entry_signal,entry_score,momentum_score,macd_death_cross,close_below_ema20,close_below_swing_low,base_exit_signal,entry_reason,skip_reason,base_exit_reason
2026-06-15,10200.0,10240.0,9670.0,9925.0,665184,6667344390,6515,穎崴,,-62.00758980250248,-170.06747126610907,108.0598814636066,9001.70967454358,8490.73841062832,7039.503797445536,58.42255411958455,26.40544627870614,679.401763395357,481998.55,4320501582.75,10240.0,8080.0,-0.2113118342709175,0.2353081499470111,0.1843675417661097,0.0349322210636078,9590.0,1.3231787216545376,9941.639378939868,8877.25,7812.860621060131,0.9921836034495004,0.2398016004821016,88.13559322033899,91.59227153146156,8994.0,8672.5,56191375.0,55344494.6,-11.864406779661016,146.08774310266827,45.331803093986245,9616.25,7977.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,1.3800539441456827,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,-1,False,9,True,False,628.8005394414569,,False,False,False,False,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, cci_momentum, above_ichimoku_cloud",open_high_close_low,
2026-06-15,126.0,132.0,122.5,131.5,5396543,692692413,6525,捷敏-KY,,4.829452419755853,5.220474199640719,-0.3910217798848663,118.61089621331968,105.64170970528887,95.44970423628932,66.86454835354361,26.595519879782486,7.189499027938729,2149512.5,264387559.6,134.0,114.0,0.2387906708469031,0.8828698352950548,0.1050420168067227,0.047808764940239,125.5,1.3670043365829003,132.43077590919594,120.525,108.61922409080408,0.960910741295029,0.1975652505155932,97.61904761904762,76.3282627865962,121.3,120.55,28477890.0,22540932.0,-24.074074074074076,128.8813001960412,51.06351534241463,98.8,94.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,2.5105892615186,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,-1,False,11,False,False,770.105892615186,,False,False,False,False,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",,
2026-06-15,954.0,969.0,931.0,931.0,2772853,2618305466,6531,愛普*,,6.14303308924616,36.53439604577356,-30.3913629565274,976.699044438913,845.9316699240873,697.6391280892914,47.38079036635754,25.185352247954807,88.78745832035337,7368798.7,7730437764.6,1190.0,890.0,-0.5097510253357254,1.571383017756016,0.0242024202420241,-0.0010729613733905,932.0,0.5722808168040465,1186.1802087019837,1011.05,835.9197912980164,0.2714557625628715,0.3464323400464537,26.645768025078368,21.06369077295433,922.0,975.9,156779878.0,159390757.6,-81.48148148148148,-64.74067959829416,72.1392507239293,786.875,695.25,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,0.3762964782848526,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,-1,False,8,True,False,523.7629647828485,,False,True,False,True,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, mfi_strong, above_ichimoku_cloud",open_high_close_low,close_below_ema20
2026-06-15,659.0,675.0,642.0,655.0,940207,621717884,6526,達發,,-0.4858692849378485,9.748012885728912,-10.23388217066676,657.3604640266062,613.3803021564257,567.4616170210957,50.3358948251865,17.895517281493245,36.95547859284285,1321966.2,910221069.65,750.0,615.0,-0.5012294262150839,0.7545229517881921,0.0446570972886761,0.0347551342812006,633.0,0.2853931689620547,743.545534955268,671.6,599.6544650447321,0.3846349532995963,0.2142511463825727,41.00719424460432,26.858513189448782,634.0,657.9,18311389.0,18227094.85,-58.992805755395686,-36.29269729093062,49.16282071774271,644.625,615.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,0.7112186378138866,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,-1,False,7,True,False,432.11218637813886,,False,True,False,True,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, obv_uptrend, above_ichimoku_cloud","long_upper_shadow, open_high_close_low",close_below_ema20
2026-06-15,205.0,209.5,202.5,206.5,456939,94028568,6533,晶心科,,-6.511711548475546,-3.3590353103618185,-3.1526762381137274,216.891557710388,220.51577373298835,227.59553200845804,43.68966269456036,19.810119349835208,12.020649039950444,880405.0,199241180.4,244.5,196.5,-0.7165648494088067,0.3540861714916227,0.019753086419753,0.027363184079602,201.0,0.3379542727107101,248.9491258607672,220.35,191.7508741392328,0.2578597320171999,0.2595790865510978,31.0,20.269230769231097,202.6,213.95,-876479.0,-45819.1,-70.1923076923077,-83.43994314143592,52.78583535947748,233.125,223.75,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,False,False,0.5190100010790488,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-1,False,4,False,False,225.1901000107905,,False,True,False,True,"market_above_ma60, avoid_chase, liquidity_ok, mfi_strong",,close_below_ema20
2026-06-15,30.3,30.4,29.75,29.8,304045,9126454,6552,易華電,,-0.2008017010784719,0.427352701629946,-0.6281544027084179,31.301682141024383,30.285114878654053,29.09639637805932,45.02441086804125,17.879187129162926,1.7653385128193102,734207.4,24761150.8,36.9,28.9,-0.2124238286229174,0.3811230531951323,0.0050590219224284,-0.0066666666666665,30.0,0.303387280682273,38.01457593419258,32.08999999999996,26.165424065807343,0.3067372225931277,0.3692474873289264,22.41379310344828,19.92337164750885,29.539999999999964,31.489999999999963,9007760.0,8485774.75,-80.78817733990148,-51.20714140799348,42.19197941588229,31.25,30.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,False,True,0.4141132328549126,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,False,4,False,False,229.14113232854916,,False,True,False,True,"ema60_gt_ema120, market_above_ma60, avoid_chase, obv_uptrend",,close_below_ema20
2026-06-15,31.0,31.8,31.0,31.25,410777,12885773,6558,興能高,,0.1505828841514329,0.5078813717702163,-0.3572984876187833,31.786063445551022,31.55542197102603,33.424045801872005,48.07807989648383,29.012213034895765,1.6186551440998984,1447484.3,47539887.2,34.35,30.15,-0.103039051240024,0.2635756889560005,-0.0369799691833591,0.017915309446254,30.7,0.2722022442105728,34.61106036268593,32.30000000000009,29.98893963731425,0.2728315501937357,0.143099712859804,25.47169811320755,15.0943396226412,31.190000000000147,32.215000000000146,161851038.0,159395761.4,-74.52830188679245,-73.68390249612217,50.22969970755044,30.0,30.825000000000003,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,False,False,0.2837868431457253,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,-1,False,6,True,False,417.83786843145725,,False,True,False,True,"market_above_ma60, avoid_chase, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",long_upper_shadow,close_below_ema20
2026-06-15,14.75,15.55,14.75,15.1,257911,3900927,6573,虹揚-KY,,0.4599379239503811,0.6142829340913267,-0.1543450101409456,14.943213433358784,14.213929387390325,13.941248496768338,52.83920127976396,14.738960781216669,1.0270072157170258,693605.9,11001396.1,18.05,14.7,0.9148352520207303,0.3474246414177607,0.0033222591362125,0.0272108843537415,14.7,0.3928489875933674,17.757073705628017,14.935000000000036,12.112926294372055,0.5292338218649125,0.3779141219454936,20.224719101123604,15.73033707865155,15.0,15.815000000000056,6423185.0,6009555.35,-68.26923076923076,10.093586162967435,59.21065367792296,13.0125,13.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,0.371840839300819,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,-1,False,8,False,False,518.7184083930082,,False,False,False,False,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",,
2026-06-15,165.0,167.5,163.0,166.5,662667,110093192,6579,研揚,,6.274491945610606,7.849790007456529,-1.5752980618459231,159.40009331477563,142.52455602380593,131.9721514961257,60.40936712214648,36.98166057410396,7.623040967273426,983030.3,163270611.9,177.0,149.5,0.2578589461072693,0.8246482093808942,0.1137123745819397,0.0214723926380369,163.0,0.4763477215251346,178.74493689610577,162.7,146.6550631038942,0.6184174180492508,0.1972333976165431,77.55102040816327,66.4356308561158,163.8,163.15,9122251.0,8297054.65,-54.76190476190476,25.53051758814597,61.22309419631447,127.625,122.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,0.6741063830891072,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,-1,False,9,False,False,631.7410638308911,,False,False,False,False,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",,
2026-06-15,109.5,110.0,108.0,109.0,20901,2270466,6581,鋼聯,,0.2370534188438284,0.2751750489883446,-0.0381216301445161,108.5960238609675,108.05828342783518,107.147817809826,52.25893339507093,12.797552776407812,1.7799165697816428,41523.55,4535892.3,113.0,107.0,0.1169654951788145,0.004208144724892,0.0092592592592593,0.0,109.0,0.2586417442424168,112.24187454245904,108.4,104.55812545754098,0.5780868809443163,0.0708832941413104,42.85714285714285,38.73015873015902,108.3,109.25,233492.0,59486.1,-63.1578947368421,24.69135802469077,68.84875352476898,108.75,109.25,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,False,False,True,True,0.5033529165979306,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,-1,False,6,False,False,360.0335291659793,,False,False,False,False,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, obv_uptrend, mfi_strong",,
