date,stock_id,name,industry_category,close,condition_count,entry_score,momentum_score,rsi14,adx14,atr14,volume_ratio,volume_ma20,return_5d,relative_strength_5d,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,stoch_k,stoch_d,bb_pct_b,bb_bandwidth,obv_uptrend,bb_squeeze_breakout,breakout_volume_confirm,mfi14,mfi_strong,above_ichimoku_cloud,close_10d_low,lr_slope_20,lr_slope_60,f_score,entry_reason,skip_reason,close_20d_high
2026-05-22 00:00:00,6902,GOGOLOOK,,129.5,11,1247.4023921680896,,,,,,446096.85,,,,,,,,,,,,,,,,,0.7993979175578415,0.9218049293282097,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",open_high_close_low,130.5
2026-05-22 00:00:00,6561,是方,,361.5,11,1245.4555575381198,,,,,,166362.0,,,,,,,,,,,,,,,,,0.021927777307849425,-0.0647794953206593,,"above_ema60, rsi_strong, market_above_ma60, liquidity_ok, foreign_buy_3d, stronger_than_market, obv_uptrend, dealer_buy_3d, cci_momentum, mfi_strong, above_ichimoku_cloud",,365.0
2026-05-22 00:00:00,8024,佑華,,12.9,11,1242.5155927055278,,,,,,86013.6,,,,,,,,,,,,,,,,,-0.19111040051649253,-0.07797187002073885,,"macd_golden_cross, above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, foreign_buy_3d, stronger_than_market, obv_uptrend, breakout_volume_confirm",,12.8
2026-05-22 00:00:00,6732,昇佳電子,,181.0,11,1241.638496673711,,,,,,288042.65,,,,,,,,,,,,,,,,,0.739830227547711,-0.02995604395043411,,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,175.0
2026-05-22 00:00:00,6716,應廣,,101.5,11,1241.3459424827643,,,,,,858597.6,,,,,,,,,,,,,,,,,1.0697620411625202,0.25260568277188933,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",long_upper_shadow,104.0
2026-05-22 00:00:00,8032,光菱,,42.85,11,1240.4319952758515,,,,,,288702.9,,,,,,,,,,,,,,,,,0.5883379207543772,0.31732488537814046,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,42.85
2026-05-22 00:00:00,8091,翔名,,267.0,11,1232.378820379169,,,,,,1597357.2,,,,,,,,,,,,,,,,,2.172830321587302,1.049793693939143,,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,263.5
2026-05-22 00:00:00,8227,巨有科技,,227.0,11,1225.3643972509865,,,,,,2199301.0,,,,,,,,,,,,,,,,,1.7747513734711697,0.9361730051072017,,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,226.0
2026-05-22 00:00:00,1409,新纖,,17.2,11,1215.1356595607886,,,,,,7590651.55,,,,,,,,,,,,,,,,,0.064593981932027,0.20327203277431374,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",,17.25
2026-05-22 00:00:00,8299,群聯,,2430.0,11,1203.7190278725848,,,,,,10591973.3,,,,,,,,,,,,,,,,,1.89577346609478,0.5713868521549978,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",long_upper_shadow,2880.0
2026-05-22 00:00:00,8088,品安,,56.9,11,1200.2552343042948,,,,,,4346406.15,,,,,,,,,,,,,,,,,0.3481825492777114,0.058331688449131204,,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, hist_turn_positive, stronger_than_market, obv_uptrend, cci_momentum, mfi_strong",,57.2
2026-05-22 00:00:00,8069,元太,,224.0,10,1159.048314991071,,,,,,15151106.1,,,,,,,,,,,,,,,,,3.3958614478789584,0.29742883771289497,,"above_ema60, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, mfi_strong, above_ichimoku_cloud",,230.5
2026-05-22 00:00:00,6870,騰雲,,235.0,10,1147.20106947529,,,,,,139940.35,,,,,,,,,,,,,,,,,1.0544260005821193,0.0223073916144835,,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,224.0
2026-05-22 00:00:00,8455,大拓-KY,,40.1,10,1136.771616046242,,,,,,85884.5,,,,,,,,,,,,,,,,,3.524151883080694,0.7187385490321139,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,43.65
2026-05-22 00:00:00,6996,力領科技,,194.0,10,1129.8332887775562,,,,,,212332.85,,,,,,,,,,,,,,,,,0.571989183802427,0.2230407560433085,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,198.0
2026-05-22 00:00:00,8109,博大,,125.0,10,1124.2834594648773,,,,,,451719.3,,,,,,,,,,,,,,,,,-0.05666911551993953,0.32751940960994214,,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, above_ichimoku_cloud",,127.5
2026-05-22 00:00:00,8454,富邦媒,,191.5,10,1116.1496272780778,,,,,,815218.85,,,,,,,,,,,,,,,,,0.8030426124268318,0.055580803390789524,,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, dealer_buy_3d, mfi_strong, above_ichimoku_cloud",,199.5
2026-05-22 00:00:00,7712,博盛半導體,,167.5,10,1115.0846455899461,,,,,,1178742.25,,,,,,,,,,,,,,,,,2.540789842779229,0.6383772605876008,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,168.0
2026-05-22 00:00:00,6693,廣閎科,,146.0,10,1114.8296367092094,,,,,,1171004.65,,,,,,,,,,,,,,,,,0.026620381261876137,1.1206907727346098,,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,162.0
2026-05-22 00:00:00,6899,創為精密,,62.5,10,1110.748500329592,,,,,,220332.3,,,,,,,,,,,,,,,,,0.9232864914906133,,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,65.3
2026-05-22 00:00:00,8390,金益鼎,,120.0,10,1107.8269154756294,,,,,,1556562.75,,,,,,,,,,,,,,,,,2.2341951659511694,0.12161541408681503,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",open_high_close_low,120.0
2026-05-22 00:00:00,7721,微程式,,80.0,10,1107.1976729841053,,,,,,724418.55,,,,,,,,,,,,,,,,,0.1863903435678777,0.9195011612294796,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, stronger_than_market, obv_uptrend, williams_r_recovery, mfi_strong, above_ichimoku_cloud",,82.0
2026-05-22 00:00:00,8086,宏捷科,,159.5,10,1106.7228315503246,,,,,,8530811.2,,,,,,,,,,,,,,,,,0.3723580033409344,0.3925910195750871,,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,162.0
