date,open,high,low,close,volume,amount,stock_id,name,industry_category,macd,macd_signal,macd_hist,ema20,ema60,ema120,rsi14,adx14,atr14,volume_ma20,amount_ma20,close_20d_high,close_10d_low,lr_slope_20,lr_slope_60,return_5d,day_return,prev_close,prev_volume_ratio,bb_upper,bb_mid,bb_lower,bb_pct_b,bb_bandwidth,stoch_k,stoch_d,obv,obv_ma,williams_r,cci20,mfi14,ichi_senkou_a,ichi_senkou_b,market_ma60,market_above_ma60,market_return_5d,foreign_net,foreign_buy_streak,invest_trust_net,invest_trust_streak,dealer_net,dealer_buy_streak,relative_strength_5d,margin_change_5d,short_ratio,revenue_yoy,revenue_mom,revenue_3m_yoy,foreign_holding_pct,foreign_holding_chg5d,insider_net_30d,has_buyback,limit_down_streak,macd_golden_cross,hist_turn_positive,above_ema60,ema60_gt_ema120,volume_ratio,volume_break,rsi_strong,adx_trending,breakout_20d,avoid_chase,liquidity_ok,foreign_buy_3d,stronger_than_market,kd_golden_cross,obv_uptrend,invest_trust_buy_2d,dealer_buy_3d,bb_squeeze_breakout,breakout_volume_confirm,williams_r_recovery,cci_momentum,mfi_strong,above_ichimoku_cloud,long_upper_shadow,open_high_close_low,gap_chase_after_blowout,earnings_blocked,f_score,f_score_low,condition_count,skip_trade,entry_signal,entry_score,momentum_score,macd_death_cross,close_below_ema20,close_below_swing_low,base_exit_signal,entry_reason,skip_reason,base_exit_reason,sector_rs,sector_rs_rank,market_rs_rank,sector_breadth_60,sector_vol_zscore,is_sector_leader,sector_stock_count
2026-06-11,12.3,12.4,11.9,12.2,754537,9154554,6164,華興,,0.096725081130911,0.1209183399038849,-0.0241932587729739,12.525366633698509,12.354611965978457,12.063512491770089,46.2842879962513,17.34924022303559,0.5868797790412337,847847.0,10797423.4,13.55,12.1,0.4620813404045683,-0.0037429293754022,-0.0615384615384615,-0.0161290322580646,12.4,0.7768155156264107,13.486960820179064,12.41500000000001,11.343039179820956,0.3997164840576458,0.1726880096945716,14.999999999999948,27.222222222222623,20395073.0,18663678.55,-85.00000000000006,-40.2322127717024,58.75069680865062,12.45,12.45,88935.62383333333,True,-0.0540055389902732,-149000.0,0.0,0.0,0.0,0.0,0.0,-0.0075329225481882,0.0,0.0,-0.259,-0.3313,0.0,6.16,0.23,0,False,0,False,False,False,True,0.8899447659778238,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-1.0,False,5,False,False,273.8994476597782,13.6,True,True,False,True,"ema60_gt_ema120, market_above_ma60, avoid_chase, obv_uptrend, mfi_strong",,"macd_death_cross, close_below_ema20",,,,,,,
2026-06-11,48.85,49.0,48.0,48.4,357593,17291328,6165,浪凡,,-0.0220184774519083,-0.0181010471069503,-0.0039174303449579,48.87070032740876,48.27242611659575,48.22724740816148,47.77860798348528,20.51642618066596,1.555406290286011,606967.65,29684139.2,50.2,48.2,0.0620102769166019,0.1139283830217187,-0.0142566191446028,-0.0071794871794872,48.75,1.1692010485936777,49.81523856559714,48.61000000000013,47.40476143440311,0.4128803184720092,0.0495880915695128,41.17647058823531,55.228758169934736,33661503.0,32438117.95,-58.82352941176469,-32.896945283652,47.619684554937024,50.7875,47.25,88935.62383333333,True,-0.0540055389902732,-159690.0,0.0,0.0,0.0,0.0,0.0,0.0397489198456704,0.0,0.0,0.0872,0.0531,0.0,17.8,-0.19,0,False,0,False,False,True,True,0.5891467197634008,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1.0,False,7,False,False,535.891467197634,18.3,True,True,False,True,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, adx_trending, stronger_than_market, obv_uptrend",,"macd_death_cross, close_below_ema20",,,,,,,
2026-06-11,125.0,131.0,120.0,128.0,3348897,420043572,6166,凌華,,9.502628331181684,11.564379641249406,-2.061751310067724,122.76215421498186,99.5755769421673,85.12122780467499,58.62091858719095,63.680739851100135,9.432496033130718,3956001.7,496556599.55,137.5,125.0,0.717977763929733,1.7208658550317664,-0.0115830115830115,0.0199203187250995,125.5,1.564831555535201,141.64663897388533,126.4,111.15336102611468,0.552470580655202,0.2412442875614766,29.09090909090909,39.69696969696997,69869266.0,65736916.8,-70.9090909090909,-1.05318588730905,47.52766516784497,73.775,69.6,88935.62383333333,True,-0.0540055389902732,57254.0,4.0,0.0,0.0,-20351.0,0.0,0.0424225274072617,0.0,0.0,0.7946,-0.0466,0.0,21.09,0.5,0,False,0,False,False,True,True,0.8465357838445823,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,-1.0,False,11,False,False,888.4653578384458,24.9,False,False,False,False,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, above_ichimoku_cloud",,,,,,,,,
2026-06-11,24.0,24.25,23.25,24.1,1335570,31752168,6168,宏齊,,-0.5428490768376193,-0.013530690248299,-0.5293183865893203,26.317638401591,25.7030030126753,24.069022650931483,39.57405766180175,18.0158164645397,1.5703032566673552,5855075.9,169107500.25,30.9,23.85,-0.5704247765840311,0.1541428159054082,-0.0922787193973634,0.0104821802935011,23.85,0.3990610887479884,30.71452468799832,26.94750000000004,23.18047531200176,0.1220491985263386,0.2795824984134537,14.285714285714311,15.873015873015902,275844439.0,269532679.6,-91.05263157894736,-130.47910295616745,48.97000173497484,26.275,24.325000000000003,88935.62383333333,True,-0.0540055389902732,-182700.0,0.0,0.0,0.0,6000.0,1.0,-0.0382731804070901,0.0,0.0,0.0328,-0.055,0.0,2.71,-0.67,0,False,0,False,False,False,True,0.2281046433573986,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1.0,False,5,False,False,307.281046433574,11.5,False,True,False,True,"ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, obv_uptrend",,close_below_ema20,,,,,,,
2026-06-11,88.6,91.7,88.1,91.7,10568537,948096977,6176,瑞儀,,-2.1071981020882475,-0.3246404727878579,-1.7825576293003895,99.0189215989746,101.57920042783785,107.81368335402394,36.06613627512376,30.15204849982436,4.21661977364391,9446523.9,942741365.9,107.5,89.1,-0.5761584030202576,0.1993803963412991,-0.096551724137931,0.0291806958473626,89.1,1.5385325616041752,111.54282404697857,101.05999999999986,90.57717595302115,0.0535554179840718,0.2074574321586922,20.11173184357546,10.389002741828032,-63912667.0,-4009528.6,-83.17757009345792,-173.39654514740346,19.4109711970181,103.475,111.55,88935.62383333333,True,-0.0540055389902732,4870648.0,11.0,-5378000.0,0.0,307816.0,2.0,-0.0425461851476577,0.0,0.0,-0.1174,-0.0073,0.0,30.2,2.81,0,False,0,False,False,False,False,1.1187752354069629,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0,False,6,False,False,421.1877523540696,10.4,False,True,False,True,"market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, kd_golden_cross",,close_below_ema20,,,,,,,
2026-06-11,88.6,88.7,88.0,88.7,46841,4142768,6183,關貿,,-0.9326064299083896,-0.7047792897960019,-0.2278271401123877,90.56655441884192,92.12021591528142,93.24132359242594,28.318767595820844,22.96898607142844,1.1099014716209992,49044.95,4422212.35,92.2,88.6,-0.1888507015703778,-0.0610602603705802,-0.0242024202420242,0.0011286681715576,88.6,2.0177379302761485,93.02974603508964,90.81499999999996,88.60025396491031,0.0225186169225168,0.0487748947880782,18.91891891891898,30.41978148361098,-792636.0,-433568.05,-65.30612244897958,-155.74712643678154,11.14610513691403,93.45,92.9,88935.62383333333,True,-0.0540055389902732,7783.0,1.0,0.0,0.0,1401.0,1.0,0.029803118748249,0.0,0.0,0.1578,0.0521,0.0,1.02,-0.07,0,False,0,False,False,False,False,0.9550626517103188,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0,False,4,False,False,364.5506265171032,13.8,False,True,False,True,"market_above_ma60, avoid_chase, adx_trending, stronger_than_market",,close_below_ema20,,,,,,,
2026-06-11,52.2,53.2,51.7,52.3,1627930,85230380,6189,豐藝,,1.3991407156020017,1.3321668101022954,0.0669739054997062,51.80219375360929,49.379008820867135,49.01929991187562,53.28475182299694,27.86428693186837,2.168893982509768,2467805.65,129666039.65,56.2,49.9,0.5429431061613724,0.2612647118912237,-0.009469696969697,-0.0150659133709981,53.1,1.5307794545834483,56.00021233917664,51.58499999999994,47.16978766082325,0.5809700581844927,0.1711820234245108,40.90909090909083,63.13131313131331,12510347.0,11644909.4,-59.090909090909165,39.66486371831592,42.74434486307268,47.43750000000001,46.25,88935.62383333333,True,-0.0540055389902732,146512.0,2.0,0.0,0.0,20000.0,2.0,0.0445358420205762,0.0,0.0,0.06,-0.0543,0.0,7.39,-0.38,0,False,0,False,False,True,True,0.6596670203749635,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,-1.0,False,9,True,False,691.5966702037497,20.4,False,False,False,False,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, above_ichimoku_cloud",long_upper_shadow,,,,,,,,
2026-06-11,91.4,93.7,90.0,92.0,4565976,418771590,6191,精成科,,-0.8257423713198762,-0.5382250338238895,-0.2875173374959866,96.40377519112292,98.84620682504566,101.70258311511157,41.84791077368123,13.361955010291314,4.6290142146311295,7593412.9,736570178.3,100.5,92.4,0.1774262563776027,-0.0093783418438242,-0.0631364562118126,-0.0043290043290044,92.4,0.8868233824688142,101.53103883821414,95.81500000000014,90.09896116178614,0.1662898811590169,0.1193140706197149,14.814814814814817,28.375771604938564,1193555876.0,1194978549.2,-85.18518518518519,-116.75547661338138,54.55490025874305,104.175,102.05,88935.62383333333,True,-0.0540055389902732,-398556.0,0.0,1000.0,1.0,-68495.0,0.0,-0.0091309172215393,0.0,0.0,-0.0248,0.0286,0.0,4.26,-0.23,0,False,0,False,False,False,False,0.6013074832266793,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,-1.0,False,4,True,False,226.0130748322668,13.7,False,True,True,True,"market_above_ma60, avoid_chase, liquidity_ok, mfi_strong",long_upper_shadow,"close_below_ema20, close_below_swing_low",,,,,,,
2026-06-11,122.5,122.5,116.5,117.5,1507815,178025349,6192,巨路,,0.2576243584601343,1.345684175210388,-1.0880598167502535,126.83945683768997,123.954815405367,119.6614263999647,36.978509222761055,22.32298467700634,4.714185461933454,424948.65,53813976.45,133.5,126.5,-0.0829906344238259,0.1783071808573683,-0.0856031128404669,-0.0891472868217054,129.0,0.9629017445122914,134.1540309476983,127.95,121.74596905230172,-0.3421943804033572,0.0969758647549555,6.666666666666667,52.619047619047706,9744623.0,10340892.7,-94.28571428571428,-316.03229527105,35.906285197112894,119.625,124.0,88935.62383333333,True,-0.0540055389902732,-847708.0,0.0,0.0,0.0,-10162.0,0.0,-0.0315975738501936,0.0,0.0,-0.1498,-0.4003,0.0,24.84,-0.46,0,False,0,False,False,False,True,3.548228709515844,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0,False,6,False,False,360.4822870951584,48.8,False,True,True,True,"ema60_gt_ema120, volume_break, market_above_ma60, avoid_chase, liquidity_ok, adx_trending",,"close_below_ema20, close_below_swing_low",,,,,,,
2026-06-11,508.0,521.0,485.5,504.0,2485493,1252904593,6196,帆宣,,29.6413245410958,32.77717823054784,-3.135853689452041,479.2230154277889,409.4628591138515,354.8502173691892,62.720712799146106,43.82164900991311,28.05545985712572,2771393.85,1317385180.1,520.0,487.5,1.2979465524624545,1.16598184094435,0.0,0.008,500.0,1.2224443152816826,561.8385384123045,477.65,393.46146158769545,0.6564939865742393,0.3525114138482342,53.40909090909091,63.257575757575374,160684430.0,159832381.9,-46.59090909090909,44.8013339476513,58.38488992971176,361.5,334.25,88935.62383333333,True,-0.0540055389902732,-374918.0,0.0,12000.0,9.0,-10578.0,0.0,0.0540055389902732,0.0,0.0,0.6489,0.0519,0.0,17.16,-0.11,0,False,0,False,False,True,True,0.8968386070424454,False,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,-1.0,False,12,True,False,983.9683860704243,24.0,False,False,False,False,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, mfi_strong, above_ichimoku_cloud",long_upper_shadow,,,,,,,,
