date,open,high,low,close,volume,amount,stock_id,name,industry_category,macd,macd_signal,macd_hist,ema20,ema60,ema120,rsi14,adx14,atr14,volume_ma20,amount_ma20,close_20d_high,close_10d_low,lr_slope_20,lr_slope_60,return_5d,day_return,prev_close,prev_volume_ratio,bb_upper,bb_mid,bb_lower,bb_pct_b,bb_bandwidth,stoch_k,stoch_d,sma5,sma10,obv,obv_ma,williams_r,cci20,mfi14,ichi_senkou_a,ichi_senkou_b,market_ma60,market_above_ma60,market_return_5d,foreign_net,foreign_buy_streak,invest_trust_net,invest_trust_streak,dealer_net,dealer_buy_streak,relative_strength_5d,margin_change_5d,short_ratio,revenue_yoy,revenue_mom,revenue_3m_yoy,foreign_holding_pct,foreign_holding_chg5d,insider_net_30d,has_buyback,limit_down_streak,macd_golden_cross,hist_turn_positive,above_ema60,ema60_gt_ema120,volume_ratio,volume_break,rsi_strong,adx_trending,breakout_20d,avoid_chase,liquidity_ok,foreign_buy_3d,stronger_than_market,kd_golden_cross,obv_uptrend,invest_trust_buy_2d,dealer_buy_3d,bb_squeeze_breakout,breakout_volume_confirm,williams_r_recovery,cci_momentum,mfi_strong,ma5_above_ma10,above_ichimoku_cloud,long_upper_shadow,open_high_close_low,gap_chase_after_blowout,earnings_blocked,f_score,f_score_low,condition_count,skip_trade,entry_signal,entry_score,momentum_score,macd_death_cross,close_below_ema20,close_below_swing_low,base_exit_signal,entry_reason,skip_reason,base_exit_reason,sector_rs,sector_rs_rank,market_rs_rank,sector_breadth_60,sector_vol_zscore,is_sector_leader,sector_stock_count,grade
2026-06-12,285.0,287.0,280.5,282.0,16442069,4659439334,2449,京元電子,,-4.846667038598355,0.2813589729070039,-5.128026011505359,298.8266477142884,295.6157765582546,276.018276043656,43.70209610195982,17.18759428859758,19.129081015308177,43568011.35,13540413761.8,338.5,272.0,-0.2151557883513661,0.1310951207901639,-0.0888529886914377,0.036764705882353,272.0,0.4556455754922484,341.1560562283765,302.35,263.5439437716236,0.2377986585361986,0.256696254197959,26.618705035971225,13.220642997796554,281.1,298.4,1237817358.0,1254562991.35,-78.23529411764706,-77.05456936226155,44.18782406539928,314.25,310.0,89332.1238333333,True,-0.0184489848789158,3345793.0,1.0,-80227.0,0.0,601819.0,1.0,-0.0704040038125218,0.0,0.0,0.3661,0.0091,0.0,29.36,-1.56,0,False,0,False,False,False,True,0.377388558497977,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-1.0,False,4,True,False,238.77388558497967,10.2,False,True,False,True,"ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok",open_high_close_low,close_below_ema20,-304.1,6.3,6.9,63.9,-0.61,False,238,D
2026-06-12,31.05,31.15,30.65,30.7,332653,10282445,2450,神腦,,0.3364247819329016,0.2725086460103643,0.0639161359225373,30.31870949512889,29.87162747754072,29.658408649169345,57.49496897551401,26.500667168489667,0.591692774828934,393615.6,11925122.1,31.45,29.85,0.4083388162326266,0.0599189766842174,-0.006472491909385,-0.0048622366288493,30.85,0.6047122740405272,31.76260065589412,30.055000000000017,28.34739934410592,0.6888614875420798,0.1136317189082748,49.01960784313725,52.879516586508544,30.65,30.860000000000035,-732339.0,-1481439.15,-43.33333333333335,70.54061867591791,70.8964936064474,29.762500000000003,29.65,89332.1238333333,True,-0.0184489848789158,62000.0,11.0,0.0,0.0,4000.0,1.0,0.0119764929695308,0.0,0.0,0.0937,-0.1049,0.0,1.43,0.11,0,False,0,False,False,True,True,0.8451214840062233,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,-1.0,False,11,False,False,828.4512148400622,12.2,False,False,False,False,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,,285.6,83.6,83.0,63.9,0.16,False,238,D
2026-06-12,308.0,311.0,303.0,305.5,5021635,1541009042,2451,創見,,1.929500227091637,9.088885685607336,-7.159385458515699,315.500330236597,290.6250399666436,256.54995075341435,47.69248612664067,21.564821378625474,21.12422241807047,8077809.45,2640449006.45,363.5,292.0,-0.1522657183017336,0.5801636321256374,-0.0497667185069984,0.0462328767123287,292.0,1.0377178971562837,365.1069135807286,321.575,278.0430864192714,0.3153653414501364,0.2707419020802525,24.390243902439025,13.11769053519432,298.2,324.85,426757862.0,435261193.0,-75.60975609756098,-60.884901464611474,58.16898213941543,270.0,263.25,89332.1238333333,True,-0.0184489848789158,617965.0,5.0,-14000.0,0.0,-24386.0,0.0,-0.0313177336280825,0.0,0.0,4.6983,-0.1546,0.0,14.4,1.97,0,False,0,False,False,True,True,0.6216580164564293,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,-1.0,False,9,True,False,661.2165801645643,13.2,False,True,False,True,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, mfi_strong, above_ichimoku_cloud",open_high_close_low,close_below_ema20,118.3,66.4,65.3,63.9,-0.21,False,238,D
2026-06-12,4410.0,4415.0,4165.0,4180.0,8765007,37361334120,2454,聯發科,,302.5741330288729,392.8962211575853,-90.32208812871238,4051.118162600793,3199.221846476088,2568.1669555290937,56.683109286883294,49.87742793476853,314.24675299776624,14046537.8,59086940548.6,4640.0,4070.0,1.2102963343078093,2.25565551353252,-0.027906976744186,0.0232558139534884,4085.0,1.2562564941628214,4997.704751253586,4119.25,3240.7952487464136,0.5345777627779391,0.4265119870139401,27.52293577981652,22.528771292233312,4193.0,4332.0,188260862.0,215474363.15,-72.4770642201835,22.599640770297608,45.25912847977272,2675.0,2450.0,89332.1238333333,True,-0.0184489848789158,-232058.0,0.0,249245.0,5.0,6739.0,3.0,-0.0094579918652701,0.0,0.0,0.0499,0.0149,0.0,55.71,-0.57,0,False,0,False,False,True,True,0.6239976800546537,False,True,True,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,-1.0,False,11,True,False,801.2399768005465,17.4,False,False,False,False,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, invest_trust_buy_2d, dealer_buy_3d, above_ichimoku_cloud",open_high_close_low,,268.4,86.9,80.7,61.5,-0.12,False,122,D
2026-06-12,56.5,57.4,56.4,56.4,435425,24760349,2453,凌群,,0.4510319558460196,1.1517207166127157,-0.7006887607666961,58.04721847608037,56.37145922406153,55.80103934044503,45.540371525759646,32.8851049057141,2.012640772712888,1710487.65,104411570.25,63.9,55.8,0.1748665511632249,0.2016499683043516,-0.0677685950413223,0.010752688172043,55.8,0.2917071474769623,64.33922529927874,58.66000000000004,52.98077470072134,0.3010292002073701,0.19363195701598,19.318181818181777,15.282931354360093,56.89999999999964,59.30999999999985,53414514.0,49493678.45,-84.40366972477067,-49.39857026668378,69.68709717642648,54.15,53.5,89332.1238333333,True,-0.0184489848789158,123904.0,1.0,0.0,0.0,-6000.0,0.0,-0.0493196101624064,0.0,0.0,0.0679,-0.1138,0.0,5.35,0.05,0,False,0,False,False,True,True,0.2545619081201785,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,-1.0,False,10,True,False,697.5456190812018,5.5,False,True,False,True,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",long_upper_shadow,close_below_ema20,154.7,70.2,69.3,63.9,-0.81,False,238,X
2026-06-12,338.0,352.0,326.5,352.0,12419013,4272107441,2455,全新,,0.386268753247009,12.005583313924928,-11.61931456067792,377.9255493248669,336.8960054145368,282.2413524803089,46.12618367354397,27.329488399825365,29.936238524900865,8257561.05,3257072652.75,444.0,320.0,-0.7174056084238822,0.9334194349704936,-0.1177944862155389,0.1,320.0,1.766427328539208,452.7388113150904,394.65,336.5611886849096,0.1328897163288972,0.2943814079061972,31.37254901960784,10.457516339869471,356.4,381.15,454191515.0,466655522.55,-73.33333333333333,-147.48343716009057,26.58665071058124,332.375,282.5,89332.1238333333,True,-0.0184489848789158,1334106.0,2.0,-135000.0,0.0,-44446.0,0.0,-0.099345501336623,0.0,0.0,0.4651,0.0069,0.0,26.34,-0.68,0,False,0,False,False,True,True,1.5039565465882931,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-1.0,False,9,True,False,645.0395654658829,22.8,False,True,False,True,"above_ema60, ema60_gt_ema120, volume_break, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, above_ichimoku_cloud",gap_chase_after_blowout,close_below_ema20,102.2,62.2,63.1,63.9,1.23,False,238,D
2026-06-12,29.65,31.05,29.65,30.1,9067632,273969242,2457,飛宏,,1.2677613693572418,1.0054004707513446,0.2623608986058972,27.884747263238623,26.846462893877927,26.962742165807512,58.84075708197023,17.37035000990039,1.832282179619596,8222438.5,237830978.95,32.05,26.0,1.2709460867552247,0.1717677473943913,-0.001658374792703,0.0451388888888888,28.8,1.3263542162674702,31.996379840343312,27.28500000000004,22.57362015965676,0.7987447515794929,0.3453457826896295,61.19402985074626,53.53365622220008,29.540000000000145,29.24000000000005,69829915.0,106784151.95,-32.5,98.98214674504706,56.27478945636104,24.7625,27.575,89332.1238333333,True,-0.0184489848789158,1185132.0,1.0,0.0,0.0,226314.0,1.0,0.0167906100862128,0.0,0.0,-0.1009,-0.0728,0.0,7.05,0.58,0,False,0,False,False,True,False,1.1027911002313973,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,-1.0,False,9,True,False,621.027911002314,21.2,False,False,False,False,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, stronger_than_market, kd_golden_cross, mfi_strong, above_ichimoku_cloud",long_upper_shadow,,0.0,50.3,59.9,66.9,0.15,False,181,D
2026-06-12,68.5,69.2,68.4,69.0,321011,22096851,2459,敦吉,,0.6436254579988514,0.6087014532706333,0.0349240047282181,68.13949577369483,67.16522373544281,66.45914996916704,56.62652511168341,15.3972319881078,1.3289592323963355,298359.6,20284879.15,70.9,67.1,0.2808402144624519,0.0808913591232976,-0.0043290043290042,0.0102489019033675,68.3,1.0032962306008129,70.87848635303652,67.86499999999997,64.85151364696341,0.688320082959119,0.088808262080205,44.4444444444445,40.74074074074088,68.6,69.12000000000008,2255263.0,1833775.1,-50.847457627118594,59.65657638520097,71.83848800087375,67.0,66.4,89332.1238333333,True,-0.0184489848789158,-68000.0,0.0,0.0,0.0,1000.0,2.0,0.0141199805499115,0.0,0.0,0.2803,0.0472,0.0,16.07,-0.43,0,False,0,False,False,True,True,1.075919796111806,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,-1.0,False,10,False,False,740.759197961118,14.0,False,False,False,False,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, stronger_than_market, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",,,197.9,76.9,74.6,63.9,0.53,False,238,D
2026-06-12,150.0,151.5,146.0,146.5,1893242,281087931,2458,義隆,,1.3338235087387602,4.149216783755363,-2.815393275016602,154.55613351615983,145.91258625580284,138.49191094536573,42.447749878657206,24.492257333336514,7.639545427791971,3841363.35,607340858.65,167.5,146.0,-0.0777548948958576,0.4235837122401306,-0.0757097791798107,0.0034246575342464,146.0,0.7134890644736275,173.1088258120483,157.95,142.79117418795167,0.1223322260587141,0.1919446130047271,19.29824561403509,12.989921612541366,151.3,157.65,66065189.0,67091924.9,-81.03448275862068,-99.76247030878892,43.59576394543433,138.0,133.5,89332.1238333333,True,-0.0184489848789158,-128052.0,0.0,-214853.0,0.0,4665.0,2.0,-0.0572607943008948,0.0,0.0,0.0359,-0.12,0.0,23.08,-0.77,0,False,0,False,False,True,True,0.4928567874215804,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-1.0,False,8,True,False,539.9285678742158,7.8,False,True,False,True,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, above_ichimoku_cloud",open_high_close_low,close_below_ema20,-3.0,49.6,49.0,63.9,-0.42,False,238,D
2026-06-12,31.8,32.15,31.1,31.55,387760,12268051,2460,建通,,-0.4294498318263962,-0.2123226577790428,-0.2171271740473533,32.22175688085541,31.17714860730103,28.199690297073,47.1033675547164,10.92277008578834,1.8012648966657374,812987.75,26606727.85,35.7,29.85,-0.0698191703879712,0.3766921049074793,-0.0186625194401243,0.0276872964169381,30.7,0.4668329578541372,34.76547705580507,32.14499999999998,29.524522944194896,0.3864710532988846,0.1630410362921194,36.231884057971,29.71014492753602,30.870000000000072,32.31000000000004,20711559.0,22515627.4,-63.768115942029,-42.57154298740148,56.81159540373788,34.800000000000004,31.9,89332.1238333333,True,-0.0184489848789158,104000.0,2.0,0.0,0.0,-1000.0,0.0,-0.0002135345612084,0.0,0.0,0.7183,-0.0038,0.0,0.83,-0.03,0,False,0,False,False,True,True,0.4769567561134838,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-1.0,False,6,True,False,404.76956756113486,16.0,False,True,False,True,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, kd_golden_cross, mfi_strong",open_high_close_low,close_below_ema20,-216.3,23.2,29.0,66.9,-0.65,False,181,D
