date,open,high,low,close,volume,amount,stock_id,name,industry_category,macd,macd_signal,macd_hist,ema20,ema60,ema120,rsi14,adx14,atr14,volume_ma20,amount_ma20,close_20d_high,close_10d_low,lr_slope_20,lr_slope_60,return_5d,day_return,prev_close,prev_volume_ratio,bb_upper,bb_mid,bb_lower,bb_pct_b,bb_bandwidth,stoch_k,stoch_d,sma5,sma10,obv,obv_ma,williams_r,cci20,mfi14,ichi_senkou_a,ichi_senkou_b,market_ma60,market_above_ma60,market_return_5d,foreign_net,foreign_buy_streak,invest_trust_net,invest_trust_streak,dealer_net,dealer_buy_streak,relative_strength_5d,margin_change_5d,short_ratio,revenue_yoy,revenue_mom,revenue_3m_yoy,foreign_holding_pct,foreign_holding_chg5d,insider_net_30d,has_buyback,limit_down_streak,macd_golden_cross,hist_turn_positive,above_ema60,ema60_gt_ema120,volume_ratio,volume_break,rsi_strong,adx_trending,breakout_20d,avoid_chase,liquidity_ok,foreign_buy_3d,stronger_than_market,kd_golden_cross,obv_uptrend,invest_trust_buy_2d,dealer_buy_3d,bb_squeeze_breakout,breakout_volume_confirm,williams_r_recovery,cci_momentum,mfi_strong,ma5_above_ma10,above_ichimoku_cloud,long_upper_shadow,open_high_close_low,gap_chase_after_blowout,earnings_blocked,f_score,f_score_low,condition_count,skip_trade,entry_signal,entry_score,momentum_score,macd_death_cross,close_below_ema20,close_below_swing_low,base_exit_signal,entry_reason,skip_reason,base_exit_reason,sector_rs,sector_rs_rank,market_rs_rank,sector_breadth_60,sector_vol_zscore,is_sector_leader,sector_stock_count
2026-06-12,49.05,49.4,48.75,49.1,320508,15721236,6165,浪凡,,0.0014926741371397,-0.0141823029096378,0.0156749770467775,48.89253839146513,48.29956823192841,48.24259778411161,51.23948992842966,20.32878844473996,1.5157344112334132,603707.55,29529970.4,50.2,48.2,0.0648308374548197,0.1154277327260142,-0.0050658561296859,0.0144628099173553,48.4,0.5891467197634008,49.86389382531326,48.65250000000015,47.44110617468703,0.6847045901378058,0.0497978038256251,54.9019607843138,48.03921568627448,48.96000000000022,48.80500000000029,30865722.0,29443163.6,-45.09803921568621,59.386973180075664,53.65540286655898,51.125,47.25,89332.1238333333,True,-0.0184489848789158,86040.0,1.0,0.0,0.0,0.0,0.0,0.0133831287492299,0.0,0.0,0.0872,0.0531,0.0,17.89,0.16,0,False,0,True,True,True,True,0.5308994396376192,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,-1.0,False,11,True,False,820.3089943963762,14.1,False,False,False,False,"macd_golden_cross, above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, hist_turn_positive, adx_trending, stronger_than_market, kd_golden_cross, obv_uptrend, mfi_strong",long_upper_shadow,,,,,,,,
2026-06-12,12.4,12.95,12.4,12.8,919272,11697048,6164,華興,,0.1066580477583762,0.118066281655085,-0.0114082338967087,12.551522192393673,12.36918494349236,12.072449342550607,53.577344480555226,17.16564582765987,0.598531223666591,877377.75,11186863.5,13.55,12.1,0.4215546748768165,0.013347463896164,-0.0229007633587785,0.0491803278688525,12.2,0.8899447659778238,13.506381610193078,12.46750000000002,11.42861838980696,0.6600278591600983,0.166654358964196,45.000000000000014,27.692307692307924,12.540000000000054,12.840000000000057,21574574.0,19154835.75,-54.99999999999999,43.31880146702693,59.36590807395808,12.45,12.45,89332.1238333333,True,-0.0184489848789158,533000.0,1.0,0.0,0.0,0.0,0.0,-0.0044517784798626,0.0,0.0,-0.259,-0.3313,0.0,6.82,0.67,0,False,0,False,False,True,True,1.0477493873078043,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,-1.0,False,8,False,False,505.47749387307806,14.8,False,False,False,False,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",,,,,,,,,
2026-06-12,132.0,134.5,127.0,128.5,2238962,293864540,6166,凌華,,8.84927655957921,11.021359025739605,-2.1720824661603952,123.30861571831596,100.52378195560854,85.82343689136923,58.96246168436824,62.54396093482066,9.294460604452471,3764060.4,477756997.25,137.5,125.0,0.5561678870301268,1.7313159629549677,-0.0338345864661654,0.00390625,128.0,0.8465357838445823,140.97809056176123,127.225,113.47190943823874,0.5463532176376774,0.2162010699431911,30.90909090909091,26.666666666666668,128.9,129.95,73254966.0,68105186.65,-69.0909090909091,31.60179716290593,46.31879127612813,76.175,72.0,89332.1238333333,True,-0.0184489848789158,388804.0,5.0,0.0,0.0,-18439.0,0.0,-0.0153856015872495,0.0,0.0,0.7946,-0.0466,0.0,21.23,0.77,0,False,0,False,False,True,True,0.594826267931301,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,-1.0,False,11,True,False,825.948262679313,16.0,False,False,False,False,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, kd_golden_cross, obv_uptrend, above_ichimoku_cloud",open_high_close_low,,,,,,,,
2026-06-12,92.3,93.4,91.1,91.3,6549879,602793047,6176,瑞儀,,-2.436299980769405,-0.7469723725811528,-1.6893276081882524,98.2837862085939,101.24187837451608,107.50836494552628,35.56075715060396,29.49032604863315,4.079718361692708,9498668.1,945217303.1,107.5,89.1,-0.7400323356037792,0.1847734919341062,-0.096039603960396,-0.0043620501635769,91.7,1.1187752354069629,111.95101167520188,100.64500000000008,89.33898832479825,0.0867242902067293,0.2246711048775758,17.87709497206705,12.662942271880942,91.6,97.15,-68295921.0,-5171960.1,-85.04672897196261,-126.03528988116678,18.58254809150732,103.475,111.55,89332.1238333333,True,-0.0184489848789158,-267912.0,0.0,-41411.0,0.0,-127187.0,0.0,-0.0775906190814801,0.0,0.0,-0.1174,-0.0073,0.0,30.13,1.93,0,False,0,False,False,False,False,0.6895576233472144,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0,False,4,False,False,246.89557623347216,6.7,False,True,False,True,"market_above_ma60, avoid_chase, liquidity_ok, adx_trending",,close_below_ema20,,,,,,,
2026-06-12,24.8,26.45,24.8,26.0,2951499,75479802,6168,宏齊,,-0.4917873157479953,-0.1091820152452067,-0.3826053005027885,26.28738712524888,25.71272352804712,24.099090205357573,48.42320378180332,17.009163234294665,1.6259958813718889,5831413.7,168326935.15,30.9,23.85,-0.6587005986912529,0.1294870346416185,-0.0019193857965451,0.0788381742738588,24.1,0.2281046433573986,30.713460142796272,26.93750000000005,23.16153985720382,0.375859388798289,0.2803497089779095,47.008547008547,22.47820405715113,24.660000000000217,25.915000000000145,278943308.0,271707746.2,-64.74358974358975,-50.98820793888038,24.420153649066933,26.2375,24.325000000000003,89332.1238333333,True,-0.0184489848789158,630000.0,1.0,0.0,0.0,117.0,2.0,0.0165295990823707,0.0,0.0,0.0328,-0.055,0.0,3.0,-0.07,0,False,0,False,False,True,True,0.5061378169756675,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0,False,8,False,False,565.0613781697566,19.4,False,True,False,True,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, stronger_than_market, kd_golden_cross, obv_uptrend",,close_below_ema20,,,,,,,
2026-06-12,54.7,56.5,53.8,54.1,5307842,291071046,6189,豐藝,,1.4106359643525437,1.3478606419311232,0.0627753224214204,52.021032443740566,49.53363305458949,49.08570887350147,57.72745155201733,28.060215153601103,2.313972984391776,2685190.6,141904191.25,56.2,49.9,0.5032336875349694,0.2739250868539648,-0.0036832412523019,0.0344168260038242,52.3,0.6596670203749635,56.1241154737786,51.88499999999995,47.6458845262213,0.7612573323021152,0.1634042776825152,64.70588235294119,52.88175876411151,53.72000000000007,53.28999999999997,18445094.0,12934586.45,-34.78260869565216,125.16496492324838,48.30071390135039,47.43750000000001,45.625,89332.1238333333,True,-0.0184489848789158,-755592.0,0.0,-6423.0,0.0,8026.0,3.0,0.0147657436266139,0.0,0.0,0.06,-0.0543,0.0,7.19,-0.74,0,False,0,False,False,True,True,1.9767095862766688,True,True,True,False,True,True,False,True,True,True,False,True,False,False,False,True,False,True,True,True,True,False,False,-1.0,False,14,True,False,1044.7670958627668,35.7,False,False,False,False,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, stronger_than_market, kd_golden_cross, obv_uptrend, dealer_buy_3d, cci_momentum, above_ichimoku_cloud","long_upper_shadow, open_high_close_low",,,,,,,,
2026-06-12,88.7,89.7,88.7,89.7,20394,1817851,6183,關貿,,-0.8849791767203214,-0.740819266562694,-0.1441599101576274,90.48402542657054,92.04076202917688,93.17169275886944,39.89554961209328,22.59946009662806,1.1020513668667598,48284.15,4349660.6,92.2,88.6,-0.1858038277372597,-0.0644690705757439,-0.0055432372505542,0.0112739571589628,88.7,0.9550626517103188,92.89544983998508,90.7,88.50455016001492,0.2722562406602757,0.0484112423370471,48.571428571428655,33.84430022727914,88.97999999999956,89.94000000000014,-715945.0,-404234.8,-43.74999999999991,-81.94905869324364,13.690015590943432,93.15,92.9,89332.1238333333,True,-0.0184489848789158,-1950.0,0.0,0.0,0.0,-119.0,0.0,0.0129057476283616,0.0,0.0,0.1578,0.0521,0.0,1.02,-0.06,0,False,0,False,False,False,False,0.4223746301840251,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0,False,5,False,False,414.22374630184027,11.3,False,True,False,True,"market_above_ma60, avoid_chase, adx_trending, stronger_than_market, kd_golden_cross",,close_below_ema20,,,,,,,
2026-06-12,119.0,119.5,117.5,117.5,358903,42585681,6192,巨路,,-0.4999593211055213,0.9765554774411146,-1.4765147985466358,125.9499847579082,123.74293429722306,119.59888365878828,36.97850926096282,23.059551982527427,4.520315073408403,412926.0,52077217.65,132.0,117.5,-0.2217919382891612,0.1678712963907564,-0.0891472868217054,0.0,117.5,3.548228709515844,135.18765243751292,127.5,119.81234756248706,-0.1503936072346125,0.120590626470791,6.666666666666667,29.841269841269725,123.8,126.35,10069441.0,10687193.35,-93.93939393939394,-247.13602491380163,29.268151089040305,119.625,124.0,89332.1238333333,True,-0.0184489848789158,-112504.0,0.0,0.0,0.0,-7231.0,0.0,-0.0706983019427895,0.0,0.0,-0.1498,-0.4003,0.0,24.73,-0.63,0,False,0,False,False,False,True,0.8691702629526841,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.0,False,5,False,False,273.69170262952684,5.8,False,True,False,True,"ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending",,close_below_ema20,,,,,,,
2026-06-12,93.8,95.2,93.7,93.8,3113897,293820073,6191,精成科,,-0.932693568488915,-0.6171187395720801,-0.3155748289168349,96.15579660149078,98.68056087709108,101.55069350126938,45.206507108980006,12.72576442909315,4.526941771723158,7386163.85,717980920.4,100.5,92.0,0.0635269037511876,-0.0100447008178222,-0.0666666666666666,0.0195652173913043,92.0,0.6013074832266793,101.29088959704612,95.96500000000016,90.63911040295416,0.2967475704715162,0.1109965007460215,28.148148148148127,18.7480709876545,94.18000000000028,96.3300000000003,1200096765.0,1199276048.55,-71.85185185185186,-58.13479942985155,53.45154691992985,104.05,102.05,89332.1238333333,True,-0.0184489848789158,542491.0,1.0,-3000.0,0.0,21665.0,1.0,-0.0482176817877507,0.0,0.0,-0.0248,0.0286,0.0,4.3,-0.18,0,False,0,False,False,False,False,0.4215851507274646,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,-1.0,False,6,False,False,379.2158515072746,7.5,False,True,False,True,"market_above_ma60, avoid_chase, liquidity_ok, kd_golden_cross, obv_uptrend, mfi_strong",,close_below_ema20,,,,,,,
2026-06-12,523.0,554.0,523.0,548.0,4102722,2228910681,6196,帆宣,,31.597930114859366,32.54132860947082,-0.9433984946114506,485.7732044346636,414.0047186389814,358.0057872287761,70.90637169023725,43.54242646274108,29.62292701109204,2612261.45,1281353971.3,520.0,487.5,1.240231966485349,1.1750892022088475,0.0873015873015872,0.0873015873015872,504.0,0.8968386070424454,567.149464446753,484.875,402.600535553247,0.883624496521966,0.3393636068956039,93.81443298969072,65.36238675413915,511.9,510.75,165390876.0,160998053.85,-6.185567010309279,108.07817074135616,61.23738560419121,363.125,334.25,89332.1238333333,True,-0.0184489848789158,375823.0,1.0,623000.0,10.0,51175.0,1.0,0.1057505721805031,0.0,0.0,0.6489,0.0519,0.0,17.31,-0.08,0,False,0,False,False,True,True,1.570563314020501,True,True,True,True,False,True,False,True,False,True,True,False,False,True,False,True,True,True,True,False,False,False,False,-1.0,False,15,False,False,1250.705633140205,42.9,False,False,False,False,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,,,,,,,,
