rank,stock_id,name,industry_category,entry_score,entry_signal,close,volume_ratio,rsi14,adx14,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,f_score,condition_count,margin_change_5d,relative_strength_5d,return_5d,revenue_yoy,sma5,sma10,grade,entry_reason,limit_down_streak,expected_hold_days,momentum_decay_signal,estimated_sl_days
1,2059,川湖,,1314.085741694724,False,5620.0,2.408574169472404,66.60858695416209,29.384556763282628,0.0,0.0,3.0,-1,17,0.0,0.1019559472926423,0.1095755182625863,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
2,7788,松川精密,,1289.0131524159683,False,224.0,2.401315241596843,68.74755824247401,30.782207359307865,1.0,0.0,3.0,-1,17,0.0,0.1651552981400035,0.1727748691099475,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
3,3023,信邦,,1230.2699319329784,True,329.0,2.0269931932978347,64.46701447628101,19.245839060598488,1.0,2.0,1.0,-1,17,0.0,0.0351696524848894,0.0427892234548334,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, hist_turn_positive, stronger_than_market, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
4,6209,今國光,,1205.6506607521983,False,87.9,2.0650660752198533,66.1483543364962,32.78242191306487,0.0,0.0,3.0,-1,16,0.0,0.0682678219309127,0.0758873929008567,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
5,2615,萬海,,1164.4986068267376,False,86.1,1.9498606826737712,66.94973562197906,26.07084540885831,1.0,0.0,6.0,-1,16,0.0,0.0423804290300557,0.0499999999999998,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
6,2637,慧洋-KY,,1151.2767088075657,False,80.6,3.6276708807565776,65.88948395339705,20.30920749298141,5.0,1.0,3.0,-1,15,0.0,0.0627655551920745,0.0703851261620185,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
7,3548,兆利,,1142.8370657156115,False,104.5,4.783706571561176,61.310459660886025,18.533689175258942,1.0,0.0,1.0,-1,15,0.0,0.0935395438878008,0.1011591148577448,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong",0,,,
8,2597,潤弘,,1134.0801544995256,False,184.5,2.908015449952565,77.02753723706124,33.58375729533225,0.0,4.0,5.0,-1,14,0.0,0.1038262121625861,0.1114457831325301,0.0,,,A,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, dealer_buy_3d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
9,2727,王品,,1133.595317109185,False,246.0,1.8595317109185003,72.86491772784593,28.325650670251,3.0,0.0,2.0,-1,15,0.0,0.0481744204463649,0.055793991416309,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
10,6895,宏碩系統,,1130.0,False,169.5,5.269444288678293,61.51668190846567,16.18379620169262,0.0,0.0,3.0,-1,14,0.0,0.1573288826383034,0.1649484536082475,0.0,,,A,"macd_golden_cross, above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong",0,,,
