rank,stock_id,name,industry_category,entry_score,entry_signal,close,open,high,low,volume,volume_ratio,rsi14,adx14,atr14,macd,macd_hist,bb_pct_b,stoch_k,stoch_d,ema20,ema60,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,foreign_net,invest_trust_net,dealer_net,f_score,condition_count,margin_change_5d,short_ratio,relative_strength_5d,return_5d,day_return,momentum_score,revenue_yoy,revenue_mom,sma5,sma10,grade,entry_reason,skip_reason,limit_down_streak,kd_level_score,bb_level_signal,gap_to_20d_high_pct,breakout_proximity_score,obv_strength,foreign_buy_accel,invest_trust_accel,expected_hold_days,momentum_decay_signal,estimated_sl_days
1,6173,信昌電,,1456.2593833621645,False,276.5,276.5,276.5,267.0,20517966,4.625938336216453,77.48025103203273,46.51567874904204,19.840590333756097,30.54723094958481,0.3618859535158414,1.0112912205096696,100.0,80.82595870206508,212.6538756584191,152.21322172348448,1.0,2.0,0.0,1884578.0,652000.0,-837420.0,-1.0,18,0.0,0.0,0.2555854502033007,0.2371364653243848,0.0994035785288269,80.8,0.2563,0.0939,239.3,233.45,C,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",gap_chase_after_blowout,0,,,,,,,,,,
2,6944,兆聯實業,,1440.53336072647,False,991.0,950.0,1015.0,949.0,2060580,2.5533360726469945,61.76658880480784,12.699557624951744,43.91870549467664,8.96753064994732,2.651812387871111,1.235904368682743,84.31372549019608,69.2610377484325,929.7386709174832,887.8976652643684,4.0,0.0,4.0,904638.0,-413.0,52480.0,-1.0,18,0.0,0.0,0.0738270466467539,0.0553780617678381,0.0576307363927428,56.3,0.4823,0.1015,934.8,929.3,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, foreign_buy_3d, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
3,6691,洋基工程,,1439.2213663780076,False,689.0,643.0,699.0,643.0,2694592,3.922136637800756,63.3503716479911,12.251619460256414,27.216564558698074,3.498488262111209,2.30744821286166,1.1893149601027262,90.8256880733945,68.8033678859368,642.8372648631511,631.438545840923,4.0,0.0,4.0,1542863.0,-2000.0,60522.0,-1.0,18,0.0,0.0,0.0916577076203489,0.073208722741433,0.0816326530612245,67.2,0.8236,0.3417,642.4,642.6,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, foreign_buy_3d, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
4,6613,朋億*,,1358.6949163873671,False,311.5,315.0,315.0,304.0,1921588,3.869491638736721,73.95110553675823,26.78024036685591,14.173123166356945,10.18792027331665,2.4468402342258244,1.2849481684767503,95.39473684210526,83.99122807017557,264.57333874755506,242.7645583504007,1.0,0.0,4.0,304146.0,-994.0,81781.0,-1.0,17,0.0,0.0,0.2073802825888394,0.1889312977099235,0.087260034904014,76.8,0.8172,0.5228,272.6,267.1,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud","open_high_close_low, gap_chase_after_blowout",0,,,,,,,,,,
5,2380,虹光,,1331.3218720306093,False,6.43,5.79,6.43,5.79,1647952,4.132187203060917,64.59207415197692,10.577229899881374,0.2472784320401303,0.0663560700467407,0.0418733240053501,1.1512397956186975,100.0,76.26262626262663,5.781376882885805,5.650266282684764,4.0,0.0,0.0,4999.0,0.0,0.0,-1.0,16,0.0,0.0,0.1465191603175123,0.1280701754385964,0.0991452991452992,75.2,0.3256,0.0604,5.848000000000002,5.775999999999999,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, foreign_buy_3d, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
6,3576,聯合再生,,1293.1330076833938,False,19.8,18.6,19.8,18.55,74459884,2.313300768339379,58.68093291087338,23.447596123681645,1.3252833878453334,0.1290903213323808,0.0814601261630725,0.9501097472854266,100.0,84.28571428571438,17.99135486521597,17.662305023926034,3.0,0.0,2.0,30962798.0,0.0,164648.0,-1.0,16,0.0,0.0,0.1729679353162337,0.1545189504373179,0.1,66.3,0.2763,0.4395,17.8,17.95,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong",,0,,,,,,,,,,
7,2327,國巨*,,1277.113652586106,False,855.0,919.0,919.0,852.0,90466919,1.7113652586105876,74.50407382112303,52.467422760063,63.022331944056006,105.98330076878553,0.0769201966309367,0.8044925717428337,74.29718875502007,69.723712778284,713.484876184416,519.1746903309684,0.0,7.0,2.0,-816582.0,4872031.0,920340.0,-1.0,16,0.0,0.0,0.1302825349439355,0.1118335500650196,0.015439429928741,52.3,0.4746,0.0726,818.6,806.1,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, kd_golden_cross, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud","open_high_close_low, gap_chase_after_blowout",0,,,,,,,,,,
8,3152,璟德,,1271.1249124596973,False,221.0,210.0,221.0,208.0,4304180,2.112491245969735,69.21318579038018,33.65175356774805,12.716940228177396,8.256153707473146,2.0615309029785207,1.0634496978191084,100.0,94.87179487179492,189.3574882608617,173.7121865011116,6.0,0.0,4.0,1460514.0,0.0,89893.0,-1.0,16,0.0,0.0,0.2530858563872958,0.2346368715083799,0.099502487562189,60.9,0.1765,0.0706,198.9,191.05,C,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",gap_chase_after_blowout,0,,,,,,,,,,
9,2404,漢唐,,1252.0590407439877,False,1310.0,1280.0,1310.0,1265.0,6101859,1.2059040743987677,65.15660451482788,34.25195753878871,75.02262045111249,50.01008574076605,2.1987522104522625,0.9747418294868404,100.0,63.24786324786328,1157.3890567689798,1065.805700051492,9.0,1.0,2.0,1760044.0,292000.0,250756.0,-1.0,15,0.0,0.0,0.1055859143394967,0.0871369294605808,0.096234309623431,36.0,0.8501,0.137,1191.0,1187.0,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
10,6196,帆宣,,1250.705633140205,False,548.0,523.0,554.0,523.0,4102722,1.570563314020501,70.90637169023725,43.54242646274108,29.62292701109204,31.597930114859366,-0.9433984946114506,0.883624496521966,93.81443298969072,65.36238675413915,485.7732044346636,414.0047186389814,1.0,10.0,1.0,375823.0,623000.0,51175.0,-1.0,15,0.0,0.0,0.1057505721805031,0.0873015873015872,0.0873015873015872,42.9,0.6489,0.0519,511.9,510.75,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
11,1723,中碳,,1245.6071059614767,False,87.0,86.5,88.5,85.6,1414579,1.5607105961476708,65.49604435646548,24.366763133929247,2.4086373775610848,1.5162255611885058,0.2390970440489643,0.9345103873832178,79.72972972972974,69.51442968392136,83.45275418967265,80.53809363551166,3.0,9.0,2.0,396440.0,11000.0,4606.0,-1.0,16,0.0,0.0,0.0383786449023625,0.0199296600234466,0.0128055878928987,28.6,0.5844,-0.1294,84.98000000000029,84.84000000000015,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",long_upper_shadow,0,,,,,,,,,,
12,7721,微程式,,1229.2266532850078,True,81.8,79.2,83.0,77.6,1424914,1.922665328500788,56.70592828959345,15.235756251897982,4.979187916664951,0.9583668093688972,0.2217790898045804,0.9169375037095,90.08264462809916,60.22697840879664,77.19880312674819,72.74128855001099,1.0,0.0,2.0,347071.0,0.0,336.0,-1.0,16,0.0,0.0,0.063148857164995,0.0446998722860791,0.079155672823219,44.6,0.7233,0.0414,78.4199999999997,77.97999999999993,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, hist_turn_positive, stronger_than_market, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
13,8932,智通*,,1228.8660658027995,False,106.5,100.0,108.0,100.0,11263551,2.886606580279949,60.43324363652594,20.138253870696243,5.852385259168981,1.3052724890312533,0.0533677867535657,1.1131378093749726,89.72602739726028,56.36370225411338,100.10474465235204,105.6019738312494,1.0,0.0,1.0,2346833.0,0.0,415338.0,-1.0,16,0.0,0.0,0.0625666319377394,0.0441176470588235,0.0845213849287169,62.9,0.0357,-0.2513,101.05999999999912,101.29999999999929,D,"macd_golden_cross, above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong",,0,,,,,,,,,,
14,3026,禾伸堂,,1211.9316683227592,False,764.0,764.0,764.0,764.0,2566138,1.1931668322759197,80.24072592084562,41.5365461456058,52.80451848511763,97.50684866035148,2.995099653598089,0.9183535126431602,100.0,76.89161554192226,579.7372457675796,394.6757443937395,0.0,3.0,1.0,-170078.0,24000.0,4866.0,-1.0,15,0.0,0.0,0.2388962692239639,0.220447284345048,0.0992805755395682,44.2,0.2134,-0.0955,672.6,657.3,C,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, cci_momentum, mfi_strong, above_ichimoku_cloud",gap_chase_after_blowout,0,,,,,,,,,,
15,3090,日電貿,,1206.8200494313328,False,256.0,247.5,256.0,241.0,38888837,2.6820049431332773,69.72040787830264,43.87860150151073,18.79045112197368,25.05806796489162,-0.9537200242174252,0.9102295665725104,100.0,62.3456790123461,207.6264478010201,158.90678693055122,0.0,3.0,0.0,-4754028.0,3797511.0,-11672.0,-1.0,15,0.0,0.0,0.1768200256028979,0.158371040723982,0.0987124463519313,74.7,0.2,-0.116,228.1,225.0,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",gap_chase_after_blowout,0,,,,,,,,,,
16,5536,聖暉*,,1206.5187780606716,False,1180.0,1135.0,1180.0,1120.0,1177943,0.651877806067151,65.5652511258279,30.96359253525273,70.68173417804007,58.68764784022631,5.042497790292259,0.9957530924357548,89.31623931623932,61.538461538462194,1041.0938246168175,922.1545397278588,3.0,7.0,1.0,562753.0,3000.0,9738.0,-1.0,15,0.0,0.0,0.0626967724895354,0.0442477876106195,0.0976744186046512,25.9,0.278,0.1054,1100.0,1080.8,D,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
