rank,stock_id,name,industry_category,entry_score,entry_signal,close,volume_ratio,rsi14,adx14,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,f_score,condition_count,margin_change_5d,relative_strength_5d,return_5d,revenue_yoy,entry_reason,limit_down_streak
169,4966,譜瑞-KY,,750.9733304698806,False,834.0,2.097333046988055,66.43758309621104,39.769169422402165,0.0,1.0,1.0,-1,11,0.0,-0.0092951909746137,0.0490566037735848,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
170,8271,宇瞻,,748.5697224755182,False,245.5,1.3569722475518216,61.952243662695246,32.20891081317556,0.0,0.0,0.0,-1,10,0.0,0.035189407924407,0.0935412026726056,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
171,8069,元太,,746.8247060777239,False,220.0,1.682470607772392,59.35211578777709,51.23534316710106,0.0,0.0,0.0,-1,11,0.0,-0.0762089376053415,-0.0178571428571429,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
172,6176,瑞儀,,745.5676006939356,False,106.5,1.5567600693935593,58.38431247569948,34.284076852868175,2.0,0.0,0.0,-1,11,0.0,-0.0676541203295939,-0.0093023255813953,0.0,"above_ema60, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, cci_momentum, mfi_strong",0
173,8215,明基材,,744.8766250326805,False,29.45,0.9876625032680488,59.43344151635522,25.93345952390468,0.0,1.0,1.0,-1,11,0.0,-0.0549446397226449,0.0034071550255536,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
174,6282,康舒,,744.5817164419824,False,59.9,0.9581716441982396,62.82156740712773,28.049647320769168,0.0,1.0,1.0,-1,11,0.0,-0.0147977877795575,0.043554006968641,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
175,8016,矽創,,742.9292420739581,False,306.0,1.2929242073958145,71.91583586037225,65.44318012661091,0.0,0.0,0.0,-1,11,0.0,-0.0104065892687466,0.047945205479452,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
176,6204,艾華,,742.6949844678278,False,93.0,1.26949844678278,70.44740902163205,39.842345753356135,0.0,0.0,0.0,-1,11,0.0,-0.0250184614148651,0.0333333333333334,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
177,6270,倍微,,742.4084781729483,False,27.65,0.740847817294828,56.93840738630699,24.11347374418794,10.0,0.0,0.0,-1,11,0.0,-0.0583517947481986,0.0,0.0,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, hist_turn_positive, foreign_buy_3d, adx_trending, obv_uptrend, mfi_strong",0
178,7788,松川精密,,741.4164180497754,False,191.0,0.6416418049775451,55.62888913060532,32.59125257445069,2.0,0.0,5.0,-1,11,0.0,-0.0661440025404064,-0.0077922077922077,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, dealer_buy_3d, mfi_strong, above_ichimoku_cloud",0
179,3532,台勝科,,738.1298763220608,False,319.0,0.3129876322060848,73.45945998915377,36.72702342870782,0.0,0.0,1.0,-1,10,0.0,0.2253504185314794,0.283702213279678,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, mfi_strong, above_ichimoku_cloud",0
180,6706,惠特,,737.404613450251,False,205.5,1.2404613450250987,64.83608338973676,26.337394627595785,0.0,0.0,1.0,-1,10,0.0,0.0524590160626121,0.1108108108108107,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
181,4572,駐龍,,735.6301097540976,False,149.0,2.0630109754097545,58.73094130014096,13.509558433642416,0.0,0.0,0.0,-1,11,0.0,-0.0163937527901567,0.0419580419580418,0.0,"macd_golden_cross, above_ema60, volume_break, rsi_strong, market_above_ma60, avoid_chase, hist_turn_positive, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",0
182,6415,矽力*-KY,,734.811625910524,False,600.0,0.981162591052396,65.8473877873578,48.51131223111378,0.0,1.0,0.0,-1,10,0.0,0.0092638636147905,0.0676156583629892,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
183,6209,今國光,,733.6796632033077,False,81.7,0.3679663203307686,63.45238475552144,34.229631913697375,0.0,0.0,3.0,-1,11,0.0,-0.1061373425337462,-0.0477855477855476,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, dealer_buy_3d, mfi_strong, above_ichimoku_cloud",0
184,6944,兆聯實業,,733.5290440682803,False,946.0,0.852904406828026,56.09131413782899,17.405663816341928,7.0,0.0,1.0,-1,11,0.0,-0.0345422709386749,0.0238095238095237,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
185,6719,力智,,733.249280913718,False,247.0,0.8249280913718096,65.21350386551865,60.53325054592639,0.0,0.0,1.0,-1,10,0.0,0.0063033776655945,0.0646551724137931,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
186,6182,合晶,,732.8411848666678,False,99.5,0.2841184866667824,91.22215676529626,58.132862262863554,1.0,1.0,0.0,-1,11,0.0,0.3651102939499415,0.4234620886981401,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
187,7795,長廣,,732.2674597190328,False,407.5,0.7267459719032812,55.48330196946067,17.810813849768433,7.0,0.0,0.0,-1,11,0.0,-0.0752396113947607,-0.0168878166465621,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
188,6525,捷敏-KY,,732.0083272002503,False,123.0,0.7008327200250225,62.986031263580784,40.77347452335097,0.0,0.0,2.0,-1,10,0.0,0.0019930328380082,0.0603448275862068,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
189,8112,至上,,731.9360265833728,False,88.6,1.19360265833728,58.305862462747726,14.795368398559631,3.0,0.0,0.0,-1,11,0.0,-0.0305095673700084,0.0278422273781902,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",0
190,6222,立軒,,729.9654710732154,False,21.0,2.996547107321542,47.56795965502838,40.2829946876877,5.0,0.0,0.0,-1,10,0.0,-0.0389343190200432,0.0194174757281553,0.0,"above_ema60, ema60_gt_ema120, volume_break, market_above_ma60, avoid_chase, foreign_buy_3d, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong",0
191,6642,富致,,724.8400814628176,False,90.8,3.484008146281756,74.17919673216586,56.34836972025549,0.0,0.0,0.0,-1,11,0.0,-0.0323630941832269,0.0259887005649717,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, cci_momentum, mfi_strong, above_ichimoku_cloud",0
192,8499,鼎炫-KY,,724.6310003492182,False,321.0,0.4631000349218188,60.06276515809138,24.704959178046728,1.0,0.0,0.0,-1,11,0.0,-0.0441337852695256,0.014218009478673,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
193,5522,遠雄,,724.298493079377,False,72.7,1.9298493079376944,60.08929083611678,12.26590857735616,4.0,0.0,0.0,-1,11,0.0,-0.0123086292805727,0.0460431654676258,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
194,6155,鈞寶,,719.7065633972568,False,62.8,1.9706563397256784,65.66547576695734,24.91454374469968,0.0,0.0,0.0,-1,11,0.0,-0.0322080038985255,0.0261437908496731,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
195,5536,聖暉*,,718.4441611494361,False,993.0,0.8444161149436125,56.36033126638627,26.780914495411302,0.0,0.0,0.0,-1,10,0.0,0.0128456162550376,0.0711974110032362,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
196,8086,宏捷科,,715.9765360705212,False,169.0,0.5976536070521237,60.6460824543437,28.517841719201545,0.0,0.0,1.0,-1,10,0.0,0.0012093337784471,0.0595611285266457,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
197,6538,倉和,,715.899939603059,False,123.5,0.5899939603059048,69.24344363396662,53.93340849693742,0.0,0.0,1.0,-1,11,0.0,-0.0897243437678064,-0.0313725490196078,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
198,6417,韋僑,,715.4451143751775,False,142.5,0.544511437517748,62.58028575555606,30.78227038359601,0.0,0.0,0.0,-1,10,0.0,0.0171199033650089,0.0754716981132075,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
199,6271,同欣電,,713.0596394186525,False,247.0,0.3059639418652473,73.44563487348505,39.22227365519511,0.0,0.0,1.0,-1,10,0.0,0.032155931521117,0.0905077262693156,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
200,6924,榮惠-KY創,,712.3525665587833,False,182.0,0.7352566558783306,86.91630542038952,60.38480924533282,0.0,0.0,2.0,-1,11,0.0,0.0217668996138191,0.0801186943620178,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, adx_trending, stronger_than_market, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",0
201,4545,銘鈺,,710.1519937186291,False,38.5,1.515199371862907,74.91827366790233,34.029267828951056,0.0,0.0,0.0,-1,9,0.0,0.1012867594686688,0.1596385542168674,0.0,"above_ema60, volume_break, rsi_strong, market_above_ma60, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
202,4924,欣厚-KY,,707.5467823098847,False,11.9,0.254678230988471,57.52171548588587,29.961204234376243,3.0,0.0,0.0,-1,10,0.0,-0.1025285015755077,-0.0441767068273091,0.0,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, foreign_buy_3d, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
203,5351,鈺創,,707.3865589707407,False,86.2,0.7386558970740691,61.18742635801498,16.903588170358784,3.0,0.0,0.0,-1,10,0.0,0.0124556586679505,0.0708074534161491,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, foreign_buy_3d, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
204,3419,譁裕,,707.0734889570626,False,14.05,1.2073488957062593,43.66147613184671,23.42598584033425,3.0,0.0,0.0,-1,10,0.0,-0.05478036617677,0.0035714285714285,0.0,"macd_golden_cross, ema60_gt_ema120, market_above_ma60, avoid_chase, hist_turn_positive, foreign_buy_3d, adx_trending, kd_golden_cross, williams_r_recovery, mfi_strong",0
205,6491,晶碩,,706.3543661751395,False,321.5,0.6354366175139455,71.61539342660862,38.023155525248114,5.0,0.0,1.0,-1,10,0.0,-0.0145206259170298,0.0438311688311687,0.0,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
206,8299,群聯,,701.8808701137231,False,2575.0,0.6880870113723022,59.171420143857326,23.971558322337195,2.0,1.0,1.0,-1,10,0.0,0.0013189871448053,0.059670781893004,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
207,8088,品安,,701.0153140665444,False,60.6,0.6015314066544402,62.24527338007324,20.62074473963683,0.0,0.0,0.0,-1,10,0.0,0.0066745672904657,0.0650263620386644,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
208,6194,育富,,698.424070990456,False,34.55,0.8424070990455975,66.267458747038,30.30449444303912,2.0,0.0,6.0,-1,10,0.0,-0.040678746147315,0.0176730486008835,0.0,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, adx_trending, kd_golden_cross, obv_uptrend, dealer_buy_3d, mfi_strong, above_ichimoku_cloud",0
209,3312,弘憶股,,697.2362505003946,False,50.1,0.7236250500394542,62.73055988256751,47.23470831714333,0.0,0.0,1.0,-1,10,0.0,-0.0069352155246937,0.0514165792235048,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
210,5220,萬達光電,,694.0218518561355,False,23.25,0.4021851856135521,62.23855307672217,46.47069383433232,0.0,0.0,0.0,-1,10,0.0,-0.0250184614148651,0.0333333333333334,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
211,6757,台灣虎航-創,,693.3268968102959,False,56.7,1.3326896810295892,64.98622553925668,28.486560654976863,4.0,0.0,1.0,-1,10,0.0,-0.010292645025463,0.0480591497227356,0.0,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, obv_uptrend, cci_momentum, mfi_strong",0
212,6113,亞矽,,691.3554564565508,False,27.6,0.6355456456550764,66.82360897728984,34.90662559781208,3.0,0.0,0.0,-1,10,0.0,-0.0583517947481986,0.0,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, foreign_buy_3d, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
213,6223,旺矽,,691.3306999206644,False,5960.0,4.633069992066439,58.97460875096994,33.926673130517365,0.0,1.0,1.0,-1,10,0.0,-0.0707793009619517,-0.0124275062137531,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, above_ichimoku_cloud",0
214,6598,ABC-KY,,690.9815597635735,False,24.75,0.5981559763573464,63.39807783450277,34.321955611498765,11.0,0.0,1.0,-1,10,0.0,-0.0398332762296802,0.0185185185185183,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, foreign_buy_3d, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
215,8109,博大,,689.5323188966249,False,125.5,0.4532318896624922,61.400879540542256,39.93044285275988,0.0,1.0,3.0,-1,10,0.0,-0.0543517947481986,0.004,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, adx_trending, obv_uptrend, dealer_buy_3d, mfi_strong, above_ichimoku_cloud",0
216,4536,拓凱,,687.1423968565815,False,160.5,1.2142396856581532,62.32277194695432,26.22028137873258,2.0,0.0,1.0,-1,10,0.0,-0.073689218061082,-0.0153374233128834,0.0,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
217,6192,巨路,,684.5604765416235,False,128.5,0.9560476541623546,54.256702758845286,29.0072955622489,0.0,0.0,1.0,-1,10,0.0,-0.0848669462633501,-0.0265151515151514,0.0,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
218,6831,邁科,,684.2983050871817,False,742.0,1.4298305087181675,64.14752673384827,48.23792096947407,0.0,1.0,0.0,-1,10,0.0,-0.1143314385141018,-0.0559796437659032,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
219,4562,穎漢,,683.950533353648,False,41.45,0.8950533353648038,57.956089870848494,32.616191802622616,0.0,0.0,1.0,-1,10,0.0,-0.0898938508229648,-0.0315420560747662,0.0,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
220,4571,鈞興-KY,,682.147471002122,False,222.0,0.714747100212192,60.50017190783867,41.12832010465479,0.0,0.0,1.0,-1,10,0.0,-0.0910315333102901,-0.0326797385620915,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, mfi_strong, above_ichimoku_cloud",0
221,7734,印能科技,,681.5580122970385,False,3675.0,0.6558012297038595,55.81996430077282,39.43497397096006,2.0,0.0,0.0,-1,9,0.0,0.0273202879696743,0.0856720827178729,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, mfi_strong, above_ichimoku_cloud",0
222,3596,智易,,681.091265456655,False,187.5,0.6091265456655032,58.22424957411785,25.232121145033968,1.0,0.0,0.0,-1,10,0.0,-0.0662883026847065,-0.0079365079365079,0.0,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
223,4540,全球傳動,,679.3453086404403,False,68.6,0.4345308640440272,54.63265833788692,31.238929282969515,0.0,0.0,0.0,-1,10,0.0,-0.113448213480981,-0.0550964187327823,0.0,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
224,6585,鼎基,,679.2766662696696,False,97.4,0.9276666269669572,64.15077221105824,27.964896885013395,0.0,0.0,0.0,-1,10,0.0,-0.036316117938125,0.0220356768100735,0.0,"above_ema60, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, adx_trending, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",0
225,8210,勤誠,,679.0523990570097,False,1365.0,0.4052399057009653,55.66594442666988,40.47349564615878,0.0,0.0,1.0,-1,10,0.0,-0.0434819062723621,0.0148698884758364,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, mfi_strong, above_ichimoku_cloud",0
226,6257,矽格,,678.5664711094762,False,227.5,0.8566471109476197,66.02508576481864,49.93287283759679,0.0,0.0,0.0,-1,10,0.0,-0.0335770199734237,0.0247747747747748,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
227,8114,振樺電,,678.2942645354616,False,246.0,0.8294264535461584,61.12546824881477,43.09357869806015,1.0,0.0,1.0,-1,10,0.0,-0.0181826615558096,0.040169133192389,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
228,3545,敦泰,,678.1144876741822,False,59.5,0.81144876741822,58.75630974767956,35.70481553203287,0.0,0.0,1.0,-1,10,0.0,-0.0924427038391076,-0.034090909090909,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
229,4585,達明,,677.8618364404637,False,350.5,0.7861836440463699,55.75816966244882,26.934037495514243,1.0,0.0,1.0,-1,10,0.0,-0.0597762961727,-0.0014245014245014,0.0,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, williams_r_recovery, mfi_strong",0
230,8147,正淩,,677.7928454363375,False,176.0,0.2792845436337551,53.55072125419323,26.89346006671256,1.0,0.0,0.0,-1,10,0.0,-0.0555027918991957,0.0028490028490029,0.0,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
231,5345,天揚,,677.2950819672132,False,22.45,3.229508196721312,53.02020551937421,4.445648825319456,0.0,0.0,0.0,-1,9,0.0,0.0988647000971623,0.1572164948453609,0.0,"above_ema60, volume_break, breakout_20d, market_above_ma60, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0
232,8096,擎亞,,677.0324257703073,False,122.5,0.7032425770307315,73.40573624152739,43.17285901747587,0.0,0.0,0.0,-1,10,0.0,-0.0245965204865952,0.0337552742616034,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
233,4952,凌通,,676.9975718823181,False,52.8,0.6997571882318117,57.86525413818428,35.48373558863966,0.0,0.0,1.0,-1,10,0.0,-0.0787599580135047,-0.0204081632653061,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
234,3209,全科,,676.9015778977708,False,76.1,0.6901577897770848,65.07943624531774,49.561980902976174,0.0,0.0,0.0,-1,10,0.0,-0.082710769107173,-0.0243589743589743,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
235,6237,驊訊,,676.304174135413,False,50.3,0.6304174135412948,60.50542368382355,46.06922897828239,0.0,0.0,0.0,-1,10,0.0,-0.1404685830693665,-0.0821167883211678,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
236,5236,凌陽創新,,676.2505826995882,False,182.5,0.625058269958826,63.83253626561851,45.95746280698117,0.0,1.0,0.0,-1,10,0.0,-0.050064501930519,0.0082872928176795,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
237,6695,芯鼎,,675.7528505868288,False,58.2,0.575285058682881,61.92619195266585,43.86390101428744,0.0,0.0,1.0,-1,10,0.0,-0.0300832435114495,0.028268551236749,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
238,6206,飛捷,,675.430776225619,False,137.5,0.5430776225618996,65.47897397224327,37.61222106878751,0.0,0.0,0.0,-1,10,0.0,-0.0762089376053415,-0.0178571428571429,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
239,8040,九暘,,675.2409061827099,False,111.5,0.5240906182709809,68.25695627205545,56.60395929276977,0.0,0.0,0.0,-1,10,0.0,-0.1213770048322322,-0.0630252100840336,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
240,6220,岳豐,,674.8678671080612,False,33.5,1.9867867108061184,60.746016015265546,30.752436553553554,0.0,0.0,1.0,-1,9,0.0,0.0328534169781857,0.0912052117263844,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, adx_trending, stronger_than_market, obv_uptrend, mfi_strong",0
241,4958,臻鼎-KY,,672.4154539743174,False,515.0,0.2415453974317368,66.18418585150278,50.05037766365688,2.0,0.0,1.0,-1,10,0.0,-0.0602897792443226,-0.001937984496124,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
242,6534,正瀚-創,,671.7719129643084,False,96.0,2.1771912964308378,51.63122655448804,16.024477818664376,0.0,0.0,3.0,-1,10,0.0,-0.068661073098714,-0.0103092783505154,0.0,"above_ema60, ema60_gt_ema120, volume_break, market_above_ma60, avoid_chase, kd_golden_cross, obv_uptrend, dealer_buy_3d, mfi_strong, above_ichimoku_cloud",0
243,8091,翔名,,671.6333901246722,False,260.5,0.163339012467225,66.91293394040133,49.03027609985398,0.0,0.0,1.0,-1,10,0.0,-0.082696364036588,-0.0243445692883894,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
244,5243,乙盛-KY,,671.4623646113085,False,126.5,1.1462364611308553,59.89086097110603,26.61932079758257,0.0,0.0,1.0,-1,10,0.0,-0.029896510195353,0.0284552845528456,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, mfi_strong, above_ichimoku_cloud",0
245,6552,易華電,,670.5123967974206,False,34.75,1.0512396797420596,62.64165512874462,22.854779260618493,0.0,0.0,1.0,-1,9,0.0,0.0430745127002958,0.1014263074484944,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",0
