rank,stock_id,name,industry_category,entry_score,entry_signal,close,volume_ratio,rsi14,adx14,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,f_score,condition_count,margin_change_5d,relative_strength_5d,return_5d,revenue_yoy,sma5,sma10,grade,entry_reason,limit_down_streak,expected_hold_days,momentum_decay_signal,estimated_sl_days
1,3022,威強電,,971.7381575502432,False,79.0,4.173815755024332,68.2898639447981,28.03923201067567,0.0,0.0,0.0,-1,14,0.0,,0.040843214756258,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
2,1449,佳和,,919.2890358415202,False,14.9,3.428903584152022,66.24960548262237,20.84778403508999,0.0,0.0,0.0,-1,13,0.0,,0.0604982206405693,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
3,6153,嘉聯益,,896.8670681798916,False,20.35,3.68670681798916,62.17496822935528,14.454097768988753,0.0,0.0,0.0,-1,13,0.0,,0.1,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
4,1342,八貫,,880.0,False,112.0,8.619062595991396,82.363599266486,22.41213972413995,0.0,0.0,0.0,-1,13,0.0,,0.2068965517241379,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
5,7788,松川精密,,877.7511863768386,False,246.0,3.275118637683857,74.59903580222529,32.31907704272612,0.0,0.0,0.0,-1,13,0.0,,0.2981530343007916,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
6,2535,達欣工,,872.1474187907592,False,85.6,1.714741879075912,73.15876823149485,27.551098053695604,0.0,0.0,0.0,-1,13,0.0,,0.0388349514563104,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
7,3311,閎暉,,837.5085261999493,False,40.5,2.750852619994926,77.05950811185454,37.71201511452744,0.0,0.0,0.0,-1,12,0.0,,0.1265646731571625,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
8,2241,艾姆勒,,835.5871364363455,False,38.9,2.5587136436345514,63.38617247626423,36.97923843150623,0.0,0.0,0.0,-1,12,0.0,,0.1226551226551226,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
9,6585,鼎基,,820.0,False,123.0,7.451401965575849,83.71579821994254,41.05111534939708,0.0,0.0,0.0,-1,12,0.0,,0.2551020408163265,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
10,2025,千興,,815.7872910692712,False,14.7,4.578729106927117,75.87592629805074,21.49140670492797,0.0,0.0,0.0,-1,12,0.0,,0.2352941176470586,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
11,2483,百容,,800.0,False,33.45,6.010330404332434,84.914186232693,42.6355824626304,0.0,0.0,0.0,-1,12,0.0,,0.3117647058823529,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
12,9103,美德醫療-DR,,778.1172091828963,False,6.06,2.8117209182896343,69.96701571569096,42.09165609948914,0.0,0.0,0.0,-1,11,0.0,,0.1744186046511626,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
13,1455,集盛,,774.0713501979723,False,10.0,3.907135019797229,76.665701652057,33.12602065499806,0.0,0.0,0.0,-1,11,0.0,,0.1086474501108647,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
14,3032,偉訓,,758.1276153224866,False,89.9,0.8127615322486617,63.73519436894483,46.339623179379295,0.0,0.0,0.0,-1,11,0.0,,-0.012087912087912,0.0,,,A,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
15,6112,邁達特,,755.1015127256434,False,51.2,3.510151272564339,72.02644761886599,23.388122364250272,0.0,0.0,0.0,-1,11,0.0,,0.0882040382571733,0.0,,,A,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
16,2850,新產,,747.19612930427,False,144.0,1.7196129304269967,62.49673780575116,55.84788441684102,0.0,0.0,0.0,-1,11,0.0,,0.0105263157894737,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
17,2881,富邦金,,746.2524313844133,False,116.0,1.625243138441328,78.46620407604638,56.186601850038926,0.0,0.0,0.0,-1,11,0.0,,0.0497737556561086,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
18,2484,希華,,745.0445037346412,False,55.3,1.5044503734641252,63.0596716227556,37.7965504923136,0.0,0.0,0.0,-1,11,0.0,,0.0394736842105261,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
19,2031,新光鋼,,733.267604079424,False,41.45,1.8267604079424076,58.18866808445878,25.00319139145364,0.0,0.0,0.0,-1,11,0.0,,0.0414572864321609,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
20,2461,光群雷,,730.0,False,20.1,5.887724069336857,76.00587812234647,22.82612093796716,0.0,0.0,0.0,-1,11,0.0,,0.1964285714285714,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
21,2637,慧洋-KY,,722.0360093603451,False,78.5,2.203600936034509,58.84936320979517,22.021658260061525,0.0,0.0,0.0,-1,11,0.0,,-0.0038071065989847,0.0,,,B,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
22,2731,雄獅,,721.5416004514424,False,172.0,2.154160045144243,64.33369480900136,23.63286507896508,0.0,0.0,0.0,-1,11,0.0,,0.0147492625368732,0.0,,,B,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
23,8996,高力,,718.5682779544355,False,1210.0,1.8568277954435528,59.27356557379749,11.404517196905347,0.0,0.0,0.0,-1,11,0.0,,0.1578947368421053,0.0,,,B,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, hist_turn_positive, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
24,9136,巨騰-DR,,713.3883219952097,False,17.75,2.3388321995209678,83.13422132523176,54.32644085686976,0.0,0.0,0.0,-1,11,0.0,,0.4609053497942386,0.0,,,B,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
25,2546,根基,,710.8106064802321,False,88.7,1.5810606480232028,69.22014435102665,17.476882775012662,0.0,0.0,0.0,-1,11,0.0,,0.0160366552119131,0.0,,,B,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
26,2478,大毅,,710.4345355142236,False,152.0,0.5434535514223621,81.39966923437817,49.002342658177085,0.0,0.0,0.0,-1,11,0.0,,0.0555555555555555,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
27,2547,日勝生,,701.3616774524551,False,10.65,1.6361677452455108,69.26739884630067,30.885561639897382,0.0,0.0,0.0,-1,10,0.0,,0.0735887096774194,0.0,,,B,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong",0,,,
28,1467,南緯,,699.5425537246283,False,7.94,2.4542553724628338,73.54034289117163,26.80343324054041,0.0,0.0,0.0,-1,10,0.0,,0.0773405698778832,0.0,,,B,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
29,2008,高興昌,,695.457744136366,False,29.05,2.545774413636599,56.54182973672339,56.10479266433944,0.0,0.0,0.0,-1,10,0.0,,0.0017241379310344,0.0,,,B,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, avoid_chase, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
30,3209,全科,,694.6659768486247,False,69.9,0.4665976848624726,50.75535991261488,38.3877189162537,0.0,0.0,0.0,-1,10,0.0,,-0.0717131474103585,0.0,,,B,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
31,2855,統一證,,692.8630614500966,False,53.2,2.2863061450096605,68.17230724183915,57.92624789230102,0.0,0.0,0.0,-1,10,0.0,,0.1037344398340249,0.0,,,X,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",1,,,
32,8476,台境*,,692.1402518468318,False,17.3,2.2140251846831838,62.59928317382693,28.04158381347974,0.0,0.0,0.0,-1,10,0.0,,0.108974358974359,0.0,,,B,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong",0,,,
33,1810,和成,,685.7680245751799,False,22.0,3.0768024575179886,69.75546852718554,31.16080268484465,0.0,0.0,0.0,-1,10,0.0,,0.0972568578553616,0.0,,,B,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
34,6901,鑽石投資,,685.3998880674785,False,15.7,3.0399888067478478,66.57512790563358,20.02291753162289,0.0,0.0,0.0,-1,10,0.0,,0.1939163498098859,0.0,,,B,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong",0,,,
35,2458,義隆,,683.4133989848294,False,156.5,0.8413398984829444,52.77616571061623,29.403409820688065,0.0,0.0,0.0,-1,10,0.0,,-0.0628742514970059,0.0,,,B,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
36,1409,新纖,,682.2969075305552,False,24.8,1.2296907530555288,63.40064421452127,46.555653205778825,0.0,0.0,0.0,-1,10,0.0,,-0.0099800399201597,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
37,2357,華碩,,680.836148196483,False,844.0,1.0836148196483055,65.5130108588293,45.11635369624789,0.0,0.0,0.0,-1,10,0.0,,0.0083632019115889,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
38,3008,大立光,,680.665227851791,False,3535.0,1.066522785179099,55.564783461207085,38.423588012846665,0.0,0.0,0.0,-1,10,0.0,,-0.0782268578878748,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
39,6491,晶碩,,680.4532124292763,False,320.0,1.0453212429276302,62.95860632313378,40.2115929932181,0.0,0.0,0.0,-1,10,0.0,,-0.0077519379844961,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
40,2851,中再保,,679.7458388366822,False,35.55,0.9745838836682186,59.9103681725414,47.44867568436498,0.0,0.0,0.0,-1,10,0.0,,0.0113798008534851,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
41,6414,樺漢,,679.6346552622002,False,372.0,0.9634655262200248,59.44434991533934,35.974775998612905,0.0,0.0,0.0,-1,10,0.0,,-0.0093209054593874,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
42,8105,凌巨,,679.511389483719,False,19.7,0.9511389483718924,66.34040832875725,41.71407606225303,0.0,0.0,0.0,-1,10,0.0,,0.0207253886010361,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
43,5484,慧友,,679.4654496447494,False,53.0,0.9465449644749384,60.182830169802834,45.59556320738975,0.0,0.0,0.0,-1,10,0.0,,-0.0111940298507462,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
44,6695,芯鼎,,678.9375617939352,False,49.5,0.3937561793935142,44.09642299065238,33.44847891059024,0.0,0.0,0.0,-1,10,0.0,,-0.1346153846153847,0.0,,,B,"above_ema60, ema60_gt_ema120, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
45,3704,合勤控,,678.9369629414529,False,46.7,0.893696294145284,69.41439577769597,44.935674192825424,0.0,0.0,0.0,-1,10,0.0,,-0.002136752136752,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
46,2353,宏碁,,678.919784571254,False,35.3,0.8919784571253986,56.11631291875683,48.4570436111765,0.0,0.0,0.0,-1,10,0.0,,-0.0878552971576228,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
47,2324,仁寶,,678.439296134944,False,38.6,0.8439296134944063,57.5500656830941,40.82586874476332,0.0,0.0,0.0,-1,10,0.0,,-0.0433705080545229,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
48,3026,禾伸堂,,677.9155997318408,False,601.0,0.7915599731840723,71.52143741187979,45.23669640569075,0.0,0.0,0.0,-1,10,0.0,,-0.1056547619047618,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
49,2420,新巨,,677.8448381461014,False,63.0,0.7844838146101403,59.0380433909947,54.952732711080586,0.0,0.0,0.0,-1,10,0.0,,-0.010989010989011,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
50,1307,三芳,,677.5827613504706,False,34.55,1.7582761350470562,71.39657069343659,21.65412545790747,0.0,0.0,0.0,-1,10,0.0,,0.063076923076923,0.0,,,B,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
51,3046,建碁,,676.9505837519276,False,56.8,0.6950583751927646,55.57711138259278,45.82104207695963,0.0,0.0,0.0,-1,10,0.0,,-0.1125,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
52,6698,旭暉應材,,676.8560917527204,False,41.2,0.6856091752720438,62.70884838661737,42.53263148502342,0.0,0.0,0.0,-1,10,0.0,,0.0430379746835443,0.0,,,X,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",1,,,
53,2883,凱基金,,676.754576795255,False,26.75,2.1754576795255067,75.11154527681492,34.86438086186875,0.0,0.0,0.0,-1,10,0.0,,0.1810154525386313,0.0,,,B,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
54,6902,GOGOLOOK,,676.6603381705281,False,138.0,0.6660338170528084,61.10578033832268,46.49762817102972,0.0,0.0,0.0,-1,10,0.0,,-0.0612244897959183,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
55,2344,華邦電,,676.6305733891213,False,154.0,0.6630573389121296,57.09471459210035,36.05579208664517,0.0,0.0,0.0,-1,10,0.0,,-0.0833333333333333,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
56,1727,中華化,,676.318050883271,False,92.8,0.6318050883270985,59.14863922534016,37.640841128977314,0.0,0.0,0.0,-1,10,0.0,,-0.0272536687631028,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
57,8926,台汽電,,676.1397950986135,False,66.9,0.6139795098613494,60.92242118083391,55.2743026671934,0.0,0.0,0.0,-1,10,0.0,,-0.0044642857142856,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
58,3673,TPK-KY,,676.0545955219087,False,82.8,0.6054595521908749,57.38817911765263,42.07429060893909,0.0,0.0,0.0,-1,10,0.0,,-0.0748603351955307,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
59,2377,微星,,675.9136553659908,False,132.0,0.5913655365990865,58.68366319338399,43.97210452139375,0.0,0.0,0.0,-1,10,0.0,,-0.0671378091872791,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
60,2316,楠梓電,,675.8600377913916,False,166.5,0.5860037791391566,64.99300277462085,47.98549689673225,0.0,0.0,0.0,-1,10,0.0,,0.0030120481927711,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
61,1563,巧新,,675.7517947142103,False,60.5,0.5751794714210335,62.61204150469773,55.942246450937965,0.0,0.0,0.0,-1,10,0.0,,-0.13447782546495,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
62,8163,達方,,675.5630013975693,False,39.0,0.5563001397569339,66.27898386180419,52.70942526641105,0.0,0.0,0.0,-1,10,0.0,,-0.0669856459330142,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
63,6196,帆宣,,675.4718818409026,False,487.5,0.5471881840902609,62.47474760060254,46.50002015937316,0.0,0.0,0.0,-1,10,0.0,,-0.0497076023391812,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
64,2441,超豐,,675.3852038874519,False,123.5,0.5385203887451943,55.49739007511428,39.01177798726581,0.0,0.0,0.0,-1,10,0.0,,-0.1018181818181818,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
65,6189,豐藝,,675.1224777109809,False,53.2,2.012247771098093,58.97909557948453,29.435415555657222,0.0,0.0,0.0,-1,10,0.0,,0.0661322645290583,0.0,,,B,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
66,6166,凌華,,675.0404831352247,False,125.0,0.504048313522471,61.19733889623269,67.06495840933604,0.0,0.0,0.0,-1,10,0.0,,-0.0636704119850187,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
67,2468,華經,,675.0,False,44.95,5.4449635356146695,71.31643275746902,25.051926517030648,0.0,0.0,0.0,-1,10,0.0,,0.2315068493150684,0.0,,,B,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, above_ichimoku_cloud",0,,,
68,5285,界霖,,674.4738696618255,False,87.6,0.447386966182548,61.6692653863706,56.5235766465841,0.0,0.0,0.0,-1,10,0.0,,-0.0201342281879195,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
69,3528,安馳,,673.8249804535438,False,124.5,0.382498045354384,66.20405144012136,48.387670103716765,0.0,0.0,0.0,-1,10,0.0,,-0.0348837209302325,0.0,,,X,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",1,,,
70,2481,強茂,,673.1223232475636,False,148.5,0.3122323247563597,58.04015255966581,55.19155393965802,0.0,0.0,0.0,-1,10,0.0,,-0.054140127388535,0.0,,,X,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",1,,,
71,4958,臻鼎-KY,,673.0577223061339,False,512.0,0.3057722306133858,60.64655867957013,38.93412642680942,0.0,0.0,0.0,-1,10,0.0,,-0.0656934306569343,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
72,4916,事欣科,,672.9118574703322,False,116.0,0.291185747033222,70.40595840625345,48.14151953144306,0.0,0.0,0.0,-1,10,0.0,,-0.0252100840336134,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
73,6405,悅城,,672.6406631023201,False,72.0,0.2640663102320061,58.54413771502353,51.9806531647645,0.0,0.0,0.0,-1,10,0.0,,-0.0966122961104141,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
74,2105,正新,,672.3447714316248,False,33.5,1.7344771431624886,58.39942153305658,25.38448613411436,0.0,0.0,0.0,-1,10,0.0,,0.0151515151515151,0.0,,,B,"above_ema60, volume_break, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
75,6834,天二科技,,672.3204913326869,False,68.2,0.2320491332686896,57.17504384854459,49.25898340727383,0.0,0.0,0.0,-1,10,0.0,,-0.1142857142857142,0.0,,,B,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, mfi_strong, above_ichimoku_cloud",0,,,
