rank,stock_id,name,industry_category,entry_score,entry_signal,close,open,high,low,volume,volume_ratio,rsi14,adx14,atr14,macd,macd_hist,bb_pct_b,stoch_k,stoch_d,ema20,ema60,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,foreign_net,invest_trust_net,dealer_net,f_score,condition_count,margin_change_5d,short_ratio,relative_strength_5d,return_5d,day_return,momentum_score,revenue_yoy,revenue_mom,sma5,sma10,grade,entry_reason,skip_reason,limit_down_streak,kd_level_score,bb_level_signal,gap_to_20d_high_pct,breakout_proximity_score,obv_strength,foreign_buy_accel,invest_trust_accel,expected_hold_days,momentum_decay_signal,estimated_sl_days
1,1708,東鹼,,1054.8562326108822,False,43.35,39.9,43.35,39.6,20426879,4.98562326108823,62.53713685749172,10.560552028911808,1.6704176234897228,-0.0903764482588158,0.2503056651373014,1.1256301672850335,100.0,76.49572649572656,39.63911303218137,39.26608968340289,0.0,0.0,0.0,0.0,0.0,0.0,-1,15,0.0,0.0,,0.1274382314694409,0.0988593155893535,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
2,6189,豐藝,,1041.297236743641,False,56.2,52.3,56.2,51.2,3972018,2.629723674364091,76.2523360422782,27.884341475877427,1.721663762799881,1.2593602314723924,0.3178411673903154,1.2585590782938816,100.0,58.23429541595942,50.35411101636907,48.445166526748,0.0,0.0,0.0,0.0,0.0,0.0,-1,15,0.0,0.0,,0.1217564870259482,0.0998043052837573,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
3,5490,同亨,,1000.3629145340384,False,30.45,29.95,31.4,29.95,1388657,2.036291453403855,68.85219820779358,34.958664477473455,0.9367637722098452,0.5713312646711444,0.0762247623117916,1.1554711729877885,67.79661016949154,47.23411135840494,28.782071986206653,27.89358751789614,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0591304347826087,0.0392491467576792,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, kd_golden_cross, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
4,2832,台產,,990.2116416362978,False,55.0,53.8,55.2,53.6,374274,1.521164163629783,71.05153782554399,42.48740099895992,0.8605349872370871,0.7126382873887138,-0.0338869687261516,1.2523033441762672,91.99999999999989,80.11721611721562,53.08518976737237,51.28978700200871,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0396975425330812,0.0242085661080073,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
5,1514,亞力,,987.5041163289272,False,136.0,126.5,136.0,124.5,22381223,2.750411632892708,72.3889280933235,33.366631488807386,6.044783641458413,3.704718498499659,1.029826670788326,1.1642082162914298,97.29729729729728,66.55426298283419,122.29614292702703,117.30987471848528,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.088,0.096774193548387,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
6,6237,驊訊,,984.3747061624964,False,56.1,55.5,56.1,52.5,4474553,1.4374706162496378,70.3731141602741,45.9992556036287,2.970364905519338,3.23856461111275,0.0789507929704407,0.90958808766432,76.35467980295567,42.34148589865496,49.08803119734161,43.91996922671581,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0978473581213308,0.1,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, kd_golden_cross, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
7,3597,映興,,984.261536473564,False,28.8,27.5,29.9,27.5,399486,1.9261536473564,64.51527671489046,60.76307187349618,1.184301756914061,0.7424183717553703,-0.0207936543137761,0.901123690137828,62.06896551724143,34.53837597330312,27.30824010350916,26.039764006955817,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0304114490161002,0.0453720508166968,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, adx_trending, kd_golden_cross, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
8,6907,雅特力-KY,,970.5292364806284,False,140.0,130.5,140.0,130.5,3836116,2.552923648062832,64.25293749116295,22.912589949532787,9.621943593182095,1.905387169762406,1.7240474548147249,1.0823862009360143,100.0,87.18094157685739,123.40902650138328,114.5231300700606,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.1965811965811965,0.0980392156862746,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
9,6465,威潤,,968.8340891342908,False,55.2,51.4,55.2,49.9,1166659,2.3834089134290823,63.86134016530658,10.866141560686184,3.133868498620711,1.3510861921938258,0.2509855307477699,1.0578607559532764,100.0,57.45370370370377,49.32339839752685,45.46011819419537,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0844793713163065,0.0996015936254979,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
10,2890,永豐金,,966.7976502776668,False,33.0,31.5,33.0,31.15,90967028,2.17976502776668,71.47633227622299,21.72006301506209,0.7084446022686162,-0.0579836020388455,0.3272710347551195,1.3033462020960471,100.0,96.66666666666606,30.525940624997794,30.74264439494133,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.1129848229342327,0.064516129032258,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
11,2032,新鋼,,966.4324362000252,False,18.65,18.0,18.85,17.95,2263276,1.6432436200025085,65.50431200478464,33.55653632559521,0.7491233728526216,0.4970191822507495,0.1472190521728393,0.9652613541561728,79.99999999999996,68.15412186379945,17.366200858021628,16.696655663854273,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0361111111111109,0.0361111111111109,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, adx_trending, kd_golden_cross, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
12,6244,茂迪,,950.094470955222,False,31.25,29.7,31.8,29.3,15381529,1.509447095522203,60.490942462933184,22.49170186465896,1.713791148223817,0.5753631601767282,0.1678353262522602,0.9735948597046032,78.57142857142857,60.99986346880299,29.45118125845738,28.351471048161415,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0647359454855196,0.0521885521885521,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
13,2727,王品,,945.239773915173,False,240.0,237.0,241.0,236.5,747372,1.5239773915173025,65.54465353239335,23.749797936741043,3.425600082297432,1.824693142011654,0.372686324642475,1.0558734812012571,92.3076923076923,92.30050994756856,233.60715475313896,229.51921321257,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0256410256410255,0.0105263157894737,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
14,3167,大量,,928.8950089799512,False,920.0,860.0,920.0,860.0,970743,0.3895008979951282,66.16278997525052,29.772751702166197,61.32188687568529,48.57317240968087,0.0167980471680024,1.1104109280606187,100.0,58.17805383022763,792.175522013452,642.9284278665657,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.1219512195121952,0.0952380952380953,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, bb_squeeze_breakout, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
15,6556,勝品,,926.9001739734124,False,72.8,71.2,73.0,71.2,32548,2.690017397341224,63.21695946101655,38.75534816363219,1.0955809621945105,0.6754945829605106,0.1686510723571084,1.1795594370852374,94.11764705882344,77.38970588235316,70.41411410104388,69.25038191837888,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.0459770114942528,0.0253521126760563,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
16,5381,光譜,,926.1905953579072,False,29.25,26.85,29.25,26.7,4136570,2.6190595357907123,69.59458124236598,27.413607387737667,1.2468288802255878,0.6920861256609037,0.2661777952451889,1.2264133041051162,100.0,78.19706498951746,25.846145177058304,25.33063697923659,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.1164122137404579,0.0996240601503759,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
17,1725,元禎,,918.6329127084582,False,34.1,33.05,34.6,32.65,473134,1.8632912708458207,66.20924945939888,33.551629167271265,1.293978115496191,0.3876107033100275,0.2540326261075774,1.178079013046522,87.34177215189874,69.27620902304443,31.683833996035972,30.87725948040936,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.1,0.0508474576271185,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
18,6205,詮欣,,910.6773107390889,False,91.2,89.0,94.0,87.6,13657048,3.56773107390888,61.78882346791666,25.23019379108001,5.9590124416008825,2.2544437114217004,0.3642181898087393,0.9379131371211712,84.09090909090911,79.76854433909648,82.04220433982665,73.71858635691356,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.125925925925926,0.0212765957446809,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
19,6996,力領科技,,906.2310303091858,False,197.0,192.5,198.0,190.5,265387,1.123103030918586,60.01440652054077,33.475783583133605,7.074676967096052,3.6255280445365656,0.0537233501668641,0.9407557500526046,74.19354838709677,43.43673044861438,188.67592291338067,180.02522786279067,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.0287206266318538,0.0287206266318538,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, hist_turn_positive, adx_trending, kd_golden_cross, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
20,4974,亞泰,,906.028260982888,False,79.0,78.0,79.5,77.6,542696,1.6028260982887852,71.17632536380944,29.19625864519672,1.7839930011106873,1.4616119812515225,0.3013507208907764,1.0042256285486972,79.5918367346939,67.4749199652512,75.80089659916244,73.92615735034244,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.04221635883905,0.0180412371134022,,0.0,0.0,,,A,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, adx_trending, kd_golden_cross, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
21,4729,熒茂,,904.6204899228547,False,27.2,27.8,28.0,26.35,4007199,1.9620489922854716,73.74869674366094,51.05086385539387,1.186821440302949,1.4721515044905509,0.3005414774135233,0.92958478634111,81.60919540229884,76.26220491904617,23.77938436565571,22.108765393851304,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.1333333333333333,0.0421455938697317,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",open_high_close_low,0,,,,,,,,,,
22,1301,台塑,,903.902987642009,False,52.0,51.4,53.4,50.7,49981521,1.890298764200896,66.70970393590164,25.444700998104285,1.846728154908826,0.1121062867938391,0.7438411981232151,1.0702318357305036,84.78260869565219,92.32200839470958,47.93822913921882,47.76588300363791,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.1441144114411441,0.0216110019646365,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",long_upper_shadow,0,,,,,,,,,,
23,2108,南帝,,902.0016217166778,False,28.9,28.1,29.7,28.0,5015570,2.7001621716677837,63.33258366816444,28.24077810445675,1.011007657296676,0.2565343259172437,0.0208666492390825,0.9939782993125555,74.19354838709674,55.28673835125422,27.4509532374482,26.636088854207884,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.0703703703703704,0.0471014492753623,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
