rank,stock_id,name,industry_category,entry_score,entry_signal,close,open,high,low,volume,volume_ratio,rsi14,adx14,atr14,macd,macd_hist,bb_pct_b,stoch_k,stoch_d,ema20,ema60,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,foreign_net,invest_trust_net,dealer_net,f_score,condition_count,margin_change_5d,short_ratio,relative_strength_5d,return_5d,day_return,momentum_score,revenue_yoy,revenue_mom,sma5,sma10,grade,entry_reason,skip_reason,limit_down_streak,kd_level_score,bb_level_signal,gap_to_20d_high_pct,breakout_proximity_score,obv_strength,foreign_buy_accel,invest_trust_accel,expected_hold_days,momentum_decay_signal,estimated_sl_days
1,6531,愛普*,,1317.6881315086252,False,1190.0,1160.0,1200.0,1140.0,13570160,1.7688131508625304,69.32649560974866,36.70843390811954,92.4343537755098,94.86903148370288,0.1667389833290258,1.0241165529726184,96.91358024691358,80.74664046640221,994.3527406638154,785.7072336084353,0.0,3.0,1.0,-1481048.0,2241070.0,17172.0,-1,17,0.0,0.0,0.177369908263224,0.2357217030114227,0.0867579908675799,57.0,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",gap_chase_after_blowout,0,,,,,,,,,,
2,6894,衛司特,,1288.7450890315636,False,389.5,366.0,393.5,366.0,438575,2.3745089031563658,64.2644242363234,29.453109757139902,20.464630567450723,8.60632086288291,3.5728914474224487,1.1251908254948713,93.89312977099236,72.40882103477573,356.5488486733264,333.8078102435617,3.0,0.0,7.0,129000.0,0.0,8794.0,-1,17,0.0,0.0,0.0281196138989421,0.0864714086471407,0.0819444444444443,47.1,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
3,2317,鴻海,,1243.2736384396278,False,289.0,269.0,289.0,268.0,289511198,2.827363843962776,78.61177882344245,39.01236023334119,10.39023336777077,12.15720668198918,2.162183098604107,1.2825162932144252,100.0,87.12806026365372,251.01882674729168,233.286952968208,7.0,3.0,1.0,80338931.0,7423000.0,4618013.0,-1,16,0.0,0.0,0.0976482052518012,0.1559999999999999,0.0988593155893535,64.1,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
4,2357,華碩,,1231.8771255212373,False,761.0,708.0,761.0,708.0,13953540,2.1877125521237266,74.70756769456246,33.60359926551094,25.363771024560933,31.10729043979404,6.384350931912014,1.1204607175266916,100.0,85.61403508771885,667.2292764055944,617.5726485273611,1.0,6.0,10.0,5965159.0,611785.0,153363.0,-1,16,0.0,0.0,0.0574839823779009,0.1158357771260996,0.0997109826589595,44.9,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, dealer_buy_3d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
5,1504,東元,,1220.0,False,75.0,73.0,77.5,73.0,176360584,6.190455887815116,65.14397030535523,29.169135859339303,3.104256554242516,1.6791089071589056,0.1723401624165457,0.9573198746589364,75.49019607843137,60.065359477124126,70.2175307598338,70.1824284269717,2.0,0.0,10.0,1762440.0,-424248.0,851772.0,-1,17,0.0,0.0,-0.0181298807398768,0.0402219140083217,0.0578279266572636,51.0,0.0,0.0,,,A,"macd_golden_cross, above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, hist_turn_positive, adx_trending, kd_golden_cross, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
6,2376,技嘉,,1218.1508152277177,False,370.0,350.5,371.0,350.0,33434927,1.815081522771764,74.98784722530266,38.00154325421848,16.06050832534863,18.08685226901207,2.2091772235412943,1.128156691309622,98.59154929577464,78.61548375218626,319.84294554288704,286.4996996827673,4.0,3.0,3.0,5367725.0,1539024.0,586874.0,-1,16,0.0,0.0,0.0889350269572277,0.1472868217054264,0.0962962962962963,43.7,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, dealer_buy_3d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
7,6190,萬泰科,,1192.6196198354992,False,92.0,87.6,92.1,85.0,17728791,1.7619619835499247,78.95976922945431,49.06320801995534,4.025273917044311,4.670895993229095,0.4314531939055905,1.27875458644877,99.3377483443709,83.98916062156907,78.66224782520874,68.16376167781347,0.0,0.0,1.0,-741.0,0.0,152591.0,-1,16,0.0,0.0,0.0916482052518012,0.1499999999999999,0.0710128055878929,43.0,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
8,6224,聚鼎,,1171.6157142323552,False,95.0,97.5,97.5,93.3,8094865,2.6615714232355145,72.79608638088085,44.96878304297256,5.666865577094557,7.045942665306072,0.4349865707053135,1.078647432157306,90.27237354085604,78.3364052153732,78.79361630457562,64.30795643565745,0.0,0.0,0.0,-615621.0,0.0,-14989.0,-1,16,0.0,0.0,0.0450163817907096,0.1033681765389082,0.0710259301014655,56.4,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud","open_high_close_low, gap_chase_after_blowout",0,,,,,,,,,,
9,2356,英業達,,1169.102778163921,False,70.2,68.1,70.2,67.7,220828986,2.9102778163920675,80.45977238433134,45.48338853208088,3.439449177240171,4.986360328220506,1.4711860209452814,1.0877083898684163,100.0,77.49140893470758,56.3910162737496,49.90262793532908,0.0,4.0,3.0,-3539050.0,9510321.0,1416798.0,-1,15,0.0,0.0,0.1214801380249106,0.1798319327731092,0.0985915492957747,71.3,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, dealer_buy_3d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",gap_chase_after_blowout,0,,,,,,,,,,
10,4807,日成-KY,,1167.730243300091,False,27.9,25.7,27.9,25.5,1076122,2.2730243300090955,76.50053863147824,49.79704659077786,1.6095905510316684,1.894443003299536,0.1268678766263495,1.1402848789348612,100.0,83.50827254936848,23.123140859645154,19.99261315475864,3.0,0.0,1.0,50014.0,0.0,230.0,-1,15,0.0,0.0,0.1573344797616052,0.2156862745098038,0.0984251968503937,64.1,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
11,2243,宏旭-KY,,1153.8728172198898,False,27.3,24.85,27.3,24.85,2447888,1.8872817219889868,67.96203216194746,21.88816894500073,1.5027771575218467,0.5387444181155949,0.3250486465374611,1.003800302624504,100.0,88.19381938193813,23.511556023216503,21.18847263681164,4.0,0.0,2.0,782800.0,0.0,4941.0,-1,15,0.0,0.0,0.139016626304433,0.1973684210526316,0.0985915492957745,54.4,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
12,3380,明泰,,1149.7544440445354,False,38.6,37.0,39.4,36.45,10992438,2.475444404453528,66.87244759940813,22.426652106073632,1.735577765737857,0.2624669134064632,0.7786559766806693,1.1566669079758105,90.1234567901235,81.64693450363605,34.564408696881024,34.7155620731767,3.0,0.0,3.0,2525900.0,-1000.0,440943.0,-1,15,0.0,0.0,0.0719556723089025,0.1303074670571011,0.0692520775623268,54.5,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong",,0,,,,,,,,,,
