rank,stock_id,name,industry_category,entry_score,entry_signal,close,volume_ratio,rsi14,adx14,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,f_score,condition_count,margin_change_5d,relative_strength_5d,return_5d,revenue_yoy,sma5,sma10,grade,entry_reason,limit_down_streak,expected_hold_days,momentum_decay_signal,estimated_sl_days
1,4952,凌通,,1171.7409284354512,False,58.5,2.67409284354513,65.08243171589547,24.620652316919124,0.0,0.0,0.0,-1.0,16,0.0,,0.2717391304347827,0.2039,52.05999999999949,50.94999999999982,C,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
2,3311,閎暉,,1144.192343145737,True,41.3,1.919234314573667,68.96050230169267,32.9704164916495,0.0,0.0,0.0,-1.0,16,0.0,,0.019753086419753,0.1375,38.59999999999964,38.93499999999985,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
3,6259,百徽,,1140.4258078420248,False,30.35,2.5425807842024817,64.10376401095002,42.565703272395695,0.0,0.0,0.0,-1.0,15,0.0,,0.1996047430830039,0.4052,28.370000000000253,27.47000000000016,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
4,3527,聚積,,1126.4213270070054,False,65.3,4.142132700700552,61.65872900434904,24.92272807660372,0.0,0.0,0.0,-1.0,15,0.0,,0.1496478873239437,0.1591,60.28000000000029,59.81999999999971,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
5,2425,承啟,,1115.749619265034,False,38.35,2.5749619265033945,62.914754838831634,27.680761237468666,0.0,0.0,0.0,-1.0,15,0.0,,0.1551204819277107,0.9517,35.64000000000014,35.51000000000022,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, kd_golden_cross, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
6,6202,盛群,,1104.296802468865,False,65.2,4.429680246886504,64.66234693761413,17.221259370346342,0.0,0.0,0.0,-1.0,15,0.0,,0.2611218568665376,0.0663,56.4,56.22000000000007,C,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
7,5471,松翰,,1056.970612010888,False,57.4,2.197061201088808,65.01620284201081,30.247124436501224,0.0,0.0,0.0,-1.0,14,0.0,,0.1958333333333333,0.2734,52.29000000000051,51.76500000000051,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
8,6494,九齊,,1043.7407729056597,False,63.6,3.3740772905659533,66.31791453846122,27.315868270611144,0.0,0.0,0.0,-1.0,14,0.0,,0.2470588235294117,0.7943,56.4,56.13000000000011,C,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, adx_trending, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
9,2527,宏璟,,1040.9903285091254,False,39.15,4.09903285091255,68.67141234726768,24.39464253258176,0.0,0.0,0.0,-1.0,15,0.0,,0.1331403762662808,-0.1042,35.98000000000011,36.16500000000015,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
10,6139,亞翔,,1017.545246709692,False,885.0,1.254524670969206,65.78519640709405,23.798683930773585,0.0,0.0,0.0,-1.0,14,0.0,,0.2156593406593405,1.0326,781.6,781.5,C,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, bb_squeeze_breakout, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
