rank,stock_id,name,industry_category,entry_score,entry_signal,close,volume_ratio,rsi14,adx14,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,f_score,condition_count,margin_change_5d,relative_strength_5d,return_5d,revenue_yoy,sma5,sma10,grade,entry_reason,limit_down_streak,expected_hold_days,momentum_decay_signal,estimated_sl_days
1,6173,信昌電,,1456.2593833621645,False,276.5,4.625938336216453,77.48025103203273,46.51567874904204,1.0,2.0,0.0,-1.0,18,0.0,0.2555854502033007,0.2371364653243848,0.2563,239.3,233.45,C,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
2,6944,兆聯實業,,1440.53336072647,False,991.0,2.5533360726469945,61.76658880480784,12.699557624951744,4.0,0.0,4.0,-1.0,18,0.0,0.0738270466467539,0.0553780617678381,0.4823,934.8,929.3,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, foreign_buy_3d, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
3,6691,洋基工程,,1439.2213663780076,False,689.0,3.922136637800756,63.3503716479911,12.251619460256414,4.0,0.0,4.0,-1.0,18,0.0,0.0916577076203489,0.073208722741433,0.8236,642.4,642.6,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, foreign_buy_3d, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
4,6613,朋億*,,1358.6949163873671,False,311.5,3.869491638736721,73.95110553675823,26.78024036685591,1.0,0.0,4.0,-1.0,17,0.0,0.2073802825888394,0.1889312977099235,0.8172,272.6,267.1,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
5,2380,虹光,,1331.3218720306093,False,6.43,4.132187203060917,64.59207415197692,10.577229899881374,4.0,0.0,0.0,-1.0,16,0.0,0.1465191603175123,0.1280701754385964,0.3256,5.848000000000002,5.775999999999999,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, foreign_buy_3d, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
6,3576,聯合再生,,1293.1330076833938,False,19.8,2.313300768339379,58.68093291087338,23.447596123681645,3.0,0.0,2.0,-1.0,16,0.0,0.1729679353162337,0.1545189504373179,0.2763,17.8,17.95,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong",0,,,
7,2327,國巨*,,1277.113652586106,False,855.0,1.7113652586105876,74.50407382112303,52.467422760063,0.0,7.0,2.0,-1.0,16,0.0,0.1302825349439355,0.1118335500650196,0.4746,818.6,806.1,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, kd_golden_cross, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
8,3152,璟德,,1271.1249124596973,False,221.0,2.112491245969735,69.21318579038018,33.65175356774805,6.0,0.0,4.0,-1.0,16,0.0,0.2530858563872958,0.2346368715083799,0.1765,198.9,191.05,C,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
9,2404,漢唐,,1252.0590407439877,False,1310.0,1.2059040743987677,65.15660451482788,34.25195753878871,9.0,1.0,2.0,-1.0,15,0.0,0.1055859143394967,0.0871369294605808,0.8501,1191.0,1187.0,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
10,6196,帆宣,,1250.705633140205,False,548.0,1.570563314020501,70.90637169023725,43.54242646274108,1.0,10.0,1.0,-1.0,15,0.0,0.1057505721805031,0.0873015873015872,0.6489,511.9,510.75,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
11,1723,中碳,,1245.6071059614767,False,87.0,1.5607105961476708,65.49604435646548,24.366763133929247,3.0,9.0,2.0,-1.0,16,0.0,0.0383786449023625,0.0199296600234466,0.5844,84.98000000000029,84.84000000000015,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
12,7721,微程式,,1229.2266532850078,True,81.8,1.922665328500788,56.70592828959345,15.235756251897982,1.0,0.0,2.0,-1.0,16,0.0,0.063148857164995,0.0446998722860791,0.7233,78.4199999999997,77.97999999999993,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, hist_turn_positive, stronger_than_market, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
13,8932,智通*,,1228.8660658027995,False,106.5,2.886606580279949,60.43324363652594,20.138253870696243,1.0,0.0,1.0,-1.0,16,0.0,0.0625666319377394,0.0441176470588235,0.0357,101.05999999999912,101.29999999999929,D,"macd_golden_cross, above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong",0,,,
14,3026,禾伸堂,,1211.9316683227592,False,764.0,1.1931668322759197,80.24072592084562,41.5365461456058,0.0,3.0,1.0,-1.0,15,0.0,0.2388962692239639,0.220447284345048,0.2134,672.6,657.3,C,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
15,3090,日電貿,,1206.8200494313328,False,256.0,2.6820049431332773,69.72040787830264,43.87860150151073,0.0,3.0,0.0,-1.0,15,0.0,0.1768200256028979,0.158371040723982,0.2,228.1,225.0,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
16,5536,聖暉*,,1206.5187780606716,False,1180.0,0.651877806067151,65.5652511258279,30.96359253525273,3.0,7.0,1.0,-1.0,15,0.0,0.0626967724895354,0.0442477876106195,0.278,1100.0,1080.8,D,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
17,2375,凱美,,1201.5209753896256,False,172.5,0.6520975389625737,70.28962695404115,42.9601172625486,4.0,0.0,0.0,-1.0,15,0.0,0.1242182156481467,0.1057692307692308,0.0204,161.4,159.0,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
18,4958,臻鼎-KY,,1197.1247726331983,False,552.0,1.7124772633198508,62.82492590205248,32.22530631690136,0.0,2.0,1.0,-1.0,15,0.0,0.1136870801170112,0.0952380952380953,0.0,528.0,521.45,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
19,2727,王品,,1186.7050155482516,False,246.5,1.1705015548251667,65.67935757278029,32.82203628347625,8.0,0.0,0.0,-1.0,15,0.0,0.020481505204119,0.0020325203252031,0.1502,244.3,242.35,D,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, kd_golden_cross, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
20,8048,德勝,,1180.4786654075183,False,66.9,2.547866540751828,58.77744673937482,17.781426762934565,2.0,0.0,1.0,-1.0,15,0.0,0.0803537467836777,0.0619047619047619,0.7303,63.05999999999985,63.1,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
21,3550,聯穎,,1154.184668975975,False,29.05,1.918466897597509,77.8895577396578,36.0390052465699,5.0,0.0,1.0,-1.0,14,0.0,0.2263491927791238,0.2079002079002079,0.3657,27.110000000000035,24.78000000000002,C,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
22,2006,東和鋼鐵,,1152.6665081801627,False,68.5,1.7666508180162712,57.16650349310135,19.125920615793603,5.0,2.0,0.0,-1.0,15,0.0,0.0408370445804083,0.0223880597014924,0.0457,66.87999999999957,66.95999999999985,D,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, stronger_than_market, obv_uptrend, invest_trust_buy_2d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong",0,,,
23,1714,和桐,,1136.07335411095,False,15.2,4.607335411095007,78.34590775066313,29.259416958953864,3.0,0.0,2.0,-1.0,14,0.0,0.3401881153136984,0.3217391304347825,0.8485,13.85,12.365999999999984,C,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
24,2903,遠百,,1136.0040845990377,False,23.85,1.600408459903773,70.26787479520955,28.395029482112115,4.0,1.0,1.0,-1.0,15,0.0,0.0333426019001924,0.0148936170212765,0.0089,23.240000000000144,22.93999999999996,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
25,1307,三芳,,1135.0317339688304,False,36.75,2.003173396883055,81.27599564041908,25.9251176877819,11.0,0.0,8.0,-1.0,14,0.0,0.0898775563074875,0.0714285714285716,0.0915,35.22000000000007,34.45,C,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
26,2059,川湖,,1132.2136462331496,False,6910.0,1.721364623314961,73.2933028221697,36.90146207550733,4.0,0.0,0.0,-1.0,14,0.0,0.2479863514269585,0.2295373665480427,1.7205,6531.0,5926.5,C,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
27,2413,環科,,1126.820883850654,False,61.2,2.6820883850654167,68.78295150073825,16.64707464181733,6.0,0.0,1.0,-1.0,14,0.0,0.2161006482840038,0.197651663405088,0.4095,57.18000000000029,55.13000000000029,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
28,6465,威潤,,1126.5935465022585,False,60.9,2.159354650225832,65.55577918255076,16.748377314694018,3.0,0.0,2.0,-1.0,14,0.0,0.1277386023652545,0.1092896174863387,1.6958,53.89999999999982,53.624999999999815,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, foreign_buy_3d, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
29,2243,宏旭-KY,,1120.6263314990315,False,37.2,2.0626331499031374,76.43879623118154,32.42740513842511,3.0,0.0,2.0,-1.0,14,0.0,0.3446521934350656,0.3262032085561497,0.1698,31.619999999999983,30.075,C,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
30,6834,天二科技,,1120.072930166025,False,84.1,3.5072930166024783,66.97500462743406,44.58795546463653,0.0,0.0,0.0,-1.0,14,0.0,0.2198775563074871,0.2014285714285713,0.5867,74.76000000000022,74.33000000000011,C,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
31,3276,宇環,,1114.8549603718536,False,15.1,1.9854960371853625,57.03219292053315,16.795689655299796,1.0,0.0,0.0,-1.0,15,0.0,0.038719255149186,0.0202702702702701,0.6731,14.440000000000056,14.650000000000093,D,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, hist_turn_positive, stronger_than_market, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
32,3022,威強電,,1100.6397862062308,False,87.1,1.563978620623092,74.84624443444227,36.95924474872981,1.0,0.0,2.0,-1.0,13,0.0,0.1437719822949364,0.1253229974160206,0.924,84.84000000000015,80.8300000000003,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
33,2618,長榮航,,1097.9003474145177,False,38.7,1.2900347414517397,66.8941674594769,25.626897182521155,4.0,0.0,4.0,-1.0,14,0.0,0.0449741838179079,0.026525198938992,0.2211,37.41000000000022,37.53000000000029,D,"above_ema60, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
34,6223,旺矽,,1095.6650384721247,False,6485.0,1.0665038472124548,62.36309021216904,20.77943407391409,0.0,8.0,1.0,-1.0,13,0.0,0.1433405720428361,0.1248915871639202,0.5781,5949.0,5867.5,D,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, bb_squeeze_breakout, cci_momentum, above_ichimoku_cloud",0,,,
35,3303,岱稜,,1090.0,False,58.9,5.907172807387522,77.64941795323108,25.52323056458618,3.0,0.0,1.0,-1.0,13,0.0,0.1511412925712235,0.1326923076923076,0.2127,53.27999999999993,51.71999999999989,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
36,2636,台驊控股,,1087.5511807708072,False,71.2,1.255118077080715,67.9573386195686,23.464943591976823,8.0,0.0,3.0,-1.0,14,0.0,0.0255211206639228,0.0070721357850069,0.107,70.48000000000029,70.32000000000008,D,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, cci_momentum, mfi_strong, above_ichimoku_cloud",0,,,
37,2107,厚生,,1082.498340697476,False,26.45,3.749834069747597,64.31636089472683,20.209803367344072,3.0,0.0,2.0,-1.0,14,0.0,0.0357566771866081,0.0173076923076922,0.066,25.870000000000072,25.85500000000001,D,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",0,,,
