rank,stock_id,name,industry_category,entry_score,entry_signal,close,open,high,low,volume,volume_ratio,rsi14,adx14,atr14,macd,macd_hist,bb_pct_b,stoch_k,stoch_d,ema20,ema60,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,foreign_net,invest_trust_net,dealer_net,f_score,condition_count,margin_change_5d,short_ratio,relative_strength_5d,return_5d,day_return,momentum_score,revenue_yoy,revenue_mom,sma5,sma10,grade,entry_reason,skip_reason,limit_down_streak,kd_level_score,bb_level_signal,gap_to_20d_high_pct,breakout_proximity_score,obv_strength,foreign_buy_accel,invest_trust_accel,expected_hold_days,momentum_decay_signal,estimated_sl_days
1,5269,祥碩,,1180.3430934686294,True,1590.0,1540.0,1660.0,1510.0,4122456,1.5343093468629412,65.17211558269125,30.33881461175192,79.15352129608205,58.61213116054523,3.991314712837109,1.0230445058043405,73.58490566037736,66.7505241090142,1448.4844358031685,1350.158095710929,0.0,0.0,0.0,0.0,0.0,0.0,-1,17,0.0,0.0,,0.0291262135922329,0.0460526315789473,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
2,6150,撼訊,,1080.2600388913825,False,76.0,69.2,76.0,69.2,2949140,2.0260038891382632,67.00454435473677,36.47181391349115,3.722841415186912,2.693430840314832,0.1275543746906913,1.1954077719392409,100.0,70.60185185185158,67.60567037721346,63.60517520798608,2.0,0.0,1.0,434205.0,0.0,18027.0,-1,15,0.0,0.0,,0.0857142857142856,0.0998552821997107,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
3,8032,光菱,,1045.8648414553072,False,46.65,43.75,46.65,43.15,468809,1.5864841455307304,66.35249688218676,35.39926739630121,2.0281964606897107,1.6920353289364485,0.0633810891216668,1.0044885625100193,92.30769230769226,62.66371518170066,42.953839645971584,40.04817365470093,0.0,0.0,0.0,0.0,0.0,0.0,-1,15,0.0,0.0,,0.0021482277121374,0.0662857142857142,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, hist_turn_positive, adx_trending, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
4,5285,界霖,,1041.6990317726463,False,90.6,91.8,95.0,88.3,7510756,1.6699031772646469,83.1602749778204,57.183058092192645,4.697281762286668,8.681831093021373,0.7359427448393641,0.8059625937938635,72.72727272727269,71.62369176587163,78.92675509432534,65.23986923366704,0.0,0.0,0.0,0.0,0.0,0.0,-1,15,0.0,0.0,,0.0111607142857141,0.0134228187919462,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud","long_upper_shadow, open_high_close_low",0,,,,,,,,,,
5,4967,十銓,,1038.303491465147,False,304.5,295.0,310.0,290.0,28823810,2.3303491465147115,67.5253066626174,31.78868498972483,15.663448622042328,6.8738998509990665,0.6297843205976177,0.9830536488609952,88.04347826086956,84.0261886600559,275.6989239611179,252.4670857792957,0.0,0.0,0.0,0.0,0.0,0.0,-1,15,0.0,0.0,,0.1236162361623616,0.0536332179930796,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
6,3338,泰碩,,1032.3884454619283,False,88.7,88.7,88.7,87.8,6321020,2.7388445461928543,69.23431687195767,37.324025773899606,4.222254189097019,2.7827026305290445,0.7432412928914189,1.3164964929499732,100.0,73.16017316017314,75.66868999250444,69.16772589890896,0.0,0.0,0.0,0.0,0.0,0.0,-1,15,0.0,0.0,,0.131377551020408,0.0991325898389094,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
7,1423,利華,,1030.0,False,43.05,41.75,43.7,41.4,851940,7.219659194527587,65.05148288495589,26.777094394671927,1.0673856163081563,0.3511689607104884,0.1312378258723583,1.2602612124837718,77.96610169491508,54.42007311399175,41.31222981307903,40.37451038560507,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0538555691554467,0.0386007237635703,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, kd_golden_cross, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
8,1528,恩德,,1026.794476436679,False,30.05,29.9,30.05,29.7,14185025,2.179447643667868,63.68438967213406,12.736438664701978,1.6235273035990656,0.1000445091762927,0.2651993688978953,1.2387788707309462,100.0,72.8205128205124,26.47145489561624,25.78726439777719,0.0,0.0,0.0,0.0,0.0,0.0,-1,15,0.0,0.0,,0.1579961464354529,0.0987202925045702,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",gap_chase_after_blowout,0,,,,,,,,,,
9,2347,聯強,,982.7527656386796,False,91.5,86.4,94.0,86.4,20335561,3.7752765638679575,73.98608849365051,22.076811285138984,2.6215311504751475,1.632556073015678,0.4536811358104593,1.327919396819285,76.19047619047619,67.94766536145835,84.85264664079872,80.36570484957825,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0841232227488151,0.0578034682080925,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
10,2460,建通,,969.172240034294,False,35.7,32.9,35.95,32.25,2635582,2.4172240034294075,60.86236890397716,12.878496017458527,1.7897417413373844,0.0885121435440439,0.1152954686570998,1.1574105512480484,94.6236559139785,72.40143369175591,32.96746324776873,31.002192659430456,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.0967741935483872,0.0884146341463416,,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
