rank,stock_id,name,industry_category,entry_score,entry_signal,close,open,high,low,volume,volume_ratio,rsi14,adx14,atr14,macd,macd_hist,bb_pct_b,stoch_k,stoch_d,ema20,ema60,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,foreign_net,invest_trust_net,dealer_net,f_score,condition_count,margin_change_5d,short_ratio,relative_strength_5d,return_5d,day_return,momentum_score,revenue_yoy,revenue_mom,sma5,sma10,grade,entry_reason,skip_reason,limit_down_streak,kd_level_score,bb_level_signal,gap_to_20d_high_pct,breakout_proximity_score,obv_strength,foreign_buy_accel,invest_trust_accel,expected_hold_days,momentum_decay_signal,estimated_sl_days
1,3022,威強電,,971.7381575502432,False,79.0,76.8,80.0,75.0,5214578,4.173815755024332,68.2898639447981,28.03923201067567,2.5127232512474738,2.378038045314966,0.4943611118055473,0.9129852691488184,86.11111111111111,75.57870370370377,73.93719949518149,69.9497773058975,0.0,0.0,0.0,0.0,0.0,0.0,-1,14,0.0,0.0,,0.040843214756258,0.0206718346253229,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
2,1449,佳和,,919.2890358415202,False,14.9,13.55,14.9,13.55,6598580,3.428903584152022,66.24960548262237,20.84778403508999,0.6798567435819705,0.2316087940085225,0.2248242646761326,1.106685160669695,100.0,71.69811320754707,13.306310575727672,12.93236420963753,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.0604982206405693,0.099630996309963,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
3,6153,嘉聯益,,896.8670681798916,False,20.35,16.9,20.35,16.85,23126322,3.68670681798916,62.17496822935528,14.454097768988753,1.1736501760967837,0.3472028927996859,0.1285786529203223,1.1067442435262125,100.0,63.09116809116798,18.56730720869559,17.837692070653322,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.1,0.1,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
4,1342,八貫,,880.0,False,112.0,101.5,113.5,101.0,5868615,8.619062595991396,82.363599266486,22.41213972413995,3.2908829130227097,2.658907423564088,1.7154921298185406,1.3670311648842004,93.5344827586207,91.28314779618086,96.4694195937476,93.78444819763808,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.2068965517241379,0.0769230769230768,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
5,7788,松川精密,,877.7511863768386,False,246.0,202.0,246.0,202.0,6900617,3.275118637683857,74.59903580222529,32.31907704272612,15.78276026645172,11.4823010963037,3.6005451464484217,1.2558174050417774,100.0,88.33333333333333,197.1392567700417,178.03657259407183,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.2981530343007916,0.0982142857142858,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
6,2535,達欣工,,872.1474187907592,False,85.6,80.5,86.5,80.2,1358195,1.714741879075912,73.15876823149485,27.551098053695604,2.61001266484732,2.5515512535734644,0.6474965241512249,1.049714434349054,91.58878504672892,82.39887606132834,78.86162333493206,74.90071003572871,0.0,0.0,0.0,0.0,0.0,0.0,-1,13,0.0,0.0,,0.0388349514563104,0.0263788968824938,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
7,3311,閎暉,,837.5085261999493,False,40.5,37.6,42.5,37.55,4596786,2.750852619994926,77.05950811185454,37.71201511452744,2.1209724807438426,2.030425887567681,0.6905561463172398,0.95464208618502,74.13793103448276,77.13409602938857,35.87115879559795,33.70992755788918,0.0,0.0,0.0,0.0,0.0,0.0,-1,12,0.0,0.0,,0.1265646731571625,0.0188679245283018,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
8,2241,艾姆勒,,835.5871364363455,False,38.9,32.35,38.9,32.35,9187112,2.5587136436345514,63.38617247626423,36.97923843150623,2.712595133482344,0.9609678262896182,-0.0827345045133403,0.9555182621168296,87.86127167630053,48.55491329479749,34.45502120979673,32.74536667402472,0.0,0.0,0.0,0.0,0.0,0.0,-1,12,0.0,0.0,,0.1226551226551226,0.0988700564971751,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
9,6585,鼎基,,820.0,False,123.0,106.5,123.0,106.5,3575246,7.451401965575849,83.71579821994254,41.05111534939708,4.861749857736719,5.611557860382732,2.461008580310062,1.2926428324760584,100.0,93.99399399399408,100.196942731339,94.33353979745756,0.0,0.0,0.0,0.0,0.0,0.0,-1,12,0.0,0.0,,0.2551020408163265,0.0982142857142858,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
10,2025,千興,,815.7872910692712,False,14.7,14.1,14.7,13.05,3562868,4.578729106927117,75.87592629805074,21.49140670492797,0.6222289044962436,0.410547224060112,0.2098989000663625,1.3701343114978777,100.0,83.33333333333333,12.351321869981057,11.887969480818867,0.0,0.0,0.0,0.0,0.0,0.0,-1,12,0.0,0.0,,0.2352941176470586,0.0970149253731342,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",gap_chase_after_blowout,0,,,,,,,,,,
11,2483,百容,,800.0,False,33.45,27.45,33.45,27.45,10875945,6.010330404332434,84.914186232693,42.6355824626304,1.7387204539790604,1.6917911548109077,0.6721933461424068,1.320575304326084,100.0,98.4375,26.280519481684657,23.87727178495314,0.0,0.0,0.0,0.0,0.0,0.0,-1,12,0.0,0.0,,0.3117647058823529,0.0985221674876848,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
12,9103,美德醫療-DR,,778.1172091828963,False,6.06,5.6,6.4,5.58,9476326,2.8117209182896343,69.96701571569096,42.09165609948914,0.3230282862231037,0.2383689980752992,0.0910625541527582,1.0517620565500545,64.8275862068965,71.72413793103442,5.346111389363344,5.119693308701643,0.0,0.0,0.0,0.0,0.0,0.0,-1,11,0.0,0.0,,0.1744186046511626,0.0358974358974359,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
13,1455,集盛,,774.0713501979723,False,10.0,8.74,10.0,8.6,4917265,3.907135019797229,76.665701652057,33.12602065499806,0.352625362424863,0.2923530949716024,0.177389526440102,1.1302946954575936,100.0,85.8625265392784,8.77081920026789,8.577014521454077,0.0,0.0,0.0,0.0,0.0,0.0,-1,11,0.0,0.0,,0.1086474501108647,0.098901098901099,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
14,3032,偉訓,,758.1276153224866,False,89.9,78.9,90.7,78.9,2152222,0.8127615322486617,63.73519436894483,46.339623179379295,4.528424877378689,5.174586201161873,-0.3512302111479437,0.6975447636489169,63.58381502890175,37.521135621878784,84.84431600862635,76.66070622087526,0.0,0.0,0.0,0.0,0.0,0.0,-1,11,0.0,0.0,,-0.012087912087912,0.0262557077625571,,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, kd_golden_cross, obv_uptrend, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
15,6112,邁達特,,755.1015127256434,False,51.2,45.0,51.9,45.0,6082295,3.510151272564339,72.02644761886599,23.388122364250272,2.2381697718319766,1.220014489961642,1.0117694103685864,1.057296007958806,93.20388349514566,85.35318717547368,45.8668642553871,45.507660026956685,0.0,0.0,0.0,0.0,0.0,0.0,-1,11,0.0,0.0,,0.0882040382571733,0.024,,0.0,0.0,,,A,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
