rank,stock_id,name,industry_category,entry_score,entry_signal,close,open,high,low,volume,volume_ratio,rsi14,adx14,atr14,macd,macd_hist,bb_pct_b,stoch_k,stoch_d,ema20,ema60,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,foreign_net,invest_trust_net,dealer_net,f_score,condition_count,margin_change_5d,short_ratio,relative_strength_5d,return_5d,day_return,momentum_score,revenue_yoy,revenue_mom,sma5,sma10,grade,entry_reason,skip_reason,limit_down_streak,kd_level_score,bb_level_signal,gap_to_20d_high_pct,breakout_proximity_score,obv_strength,foreign_buy_accel,invest_trust_accel,expected_hold_days,momentum_decay_signal,estimated_sl_days
1,2059,川湖,,1314.085741694724,False,5620.0,5250.0,5805.0,4945.0,1330055,2.408574169472404,66.60858695416209,29.384556763282628,363.8595779783167,293.8792073535242,18.03618312082034,0.958354823692082,84.45378151260505,88.89071484830795,4975.289536267278,4351.933333149974,0.0,0.0,3.0,-191552.0,-6386.0,14629.0,-1,17,0.0,0.0,0.1019559472926423,0.1095755182625863,0.0504672897196261,60.7,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
2,7788,松川精密,,1289.0131524159683,False,224.0,200.0,224.0,200.0,4318068,2.401315241596843,68.74755824247401,30.782207359307865,13.612203363871084,8.168631150455866,1.1870114872126925,1.1187802210696367,100.0,79.40476190476208,191.99602064057245,175.73272759726072,1.0,0.0,3.0,368000.0,0.0,44177.0,-1,17,0.0,0.0,0.1651552981400035,0.1727748691099475,0.0980392156862746,67.1,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
3,3023,信邦,,1230.2699319329784,True,329.0,312.0,332.0,309.0,4294930,2.0269931932978347,64.46701447628101,19.245839060598488,12.6815304147991,9.113866182821994,0.1624665343409983,0.990881378424433,90.625,74.411231884058,308.61860652411974,284.6141771760307,1.0,2.0,1.0,1359189.0,228000.0,116937.0,-1,17,0.0,0.0,0.0351696524848894,0.0427892234548334,0.0527999999999999,39.1,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, hist_turn_positive, stronger_than_market, obv_uptrend, invest_trust_buy_2d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
4,6209,今國光,,1205.6506607521983,False,87.9,85.0,89.0,82.2,38454348,2.0650660752198533,66.1483543364962,32.78242191306487,5.080381912503843,5.185500135041309,0.1271179819716525,0.8199476399647853,90.35087719298252,55.430242272347336,78.37902107800913,69.0982092094793,0.0,0.0,3.0,-635542.0,0.0,150448.0,-1,16,0.0,0.0,0.0682678219309127,0.0758873929008567,0.037780401416765,47.7,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
5,2615,萬海,,1164.4986068267376,False,86.1,85.0,87.1,84.5,26268026,1.9498606826737712,66.94973562197906,26.07084540885831,2.576705178115407,2.0667374226447635,0.3953503766987967,0.8812541014069176,85.91549295774647,71.57635075992705,81.46539920819907,79.02494933259064,1.0,0.0,6.0,9605790.0,-17994.0,433566.0,-1,16,0.0,0.0,0.0423804290300557,0.0499999999999998,0.0286738351254478,37.3,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, avoid_chase, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
6,2637,慧洋-KY,,1151.2767088075657,False,80.6,78.2,84.0,78.2,15502381,3.6276708807565776,65.88948395339705,20.30920749298141,2.7783533568290606,1.5686636545112125,0.53209154484903,1.0561500208864163,67.61904761904756,72.3607916631172,75.63741166223116,73.20420918411698,5.0,1.0,3.0,5605901.0,149940.0,54222.0,-1,15,0.0,0.0,0.0627655551920745,0.0703851261620185,0.0320102432778488,62.1,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, dealer_buy_3d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
7,3548,兆利,,1142.8370657156115,False,104.5,95.0,104.5,91.7,3463720,4.783706571561176,61.310459660886025,18.533689175258942,4.703872843031562,0.2437105489915154,0.3274422340660796,1.168470510956778,100.0,59.92063492063486,97.91945236544522,95.62361390109837,1.0,0.0,1.0,8090.0,0.0,165141.0,-1,15,0.0,0.0,0.0935395438878008,0.1011591148577448,0.0953878406708594,68.3,0.0,0.0,,,A,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, hist_turn_positive, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong",,0,,,,,,,,,,
8,2597,潤弘,,1134.0801544995256,False,184.5,178.0,186.5,178.0,3810246,2.908015449952565,77.02753723706124,33.58375729533225,5.840941225714444,5.2580456038129455,2.355539521254548,1.160124542216865,93.65079365079364,87.87893913680091,166.35444003816974,162.1561429185952,0.0,4.0,5.0,-366571.0,1849000.0,34527.0,-1,14,0.0,0.0,0.1038262121625861,0.1114457831325301,0.0278551532033426,66.0,0.0,0.0,,,A,"above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, dealer_buy_3d, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
9,2727,王品,,1133.595317109185,False,246.0,243.0,248.0,243.0,847288,1.8595317109185003,72.86491772784593,28.325650670251,3.645032713382896,2.9441431468152075,1.056336307186955,1.1810561772075543,90.0,90.06216006215982,235.55370264373465,230.4726087304804,3.0,0.0,2.0,284910.0,-1242.0,3087.0,-1,15,0.0,0.0,0.0481744204463649,0.055793991416309,0.0144329896907215,34.1,0.0,0.0,,,A,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, bb_squeeze_breakout, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0,,,,,,,,,,
10,6895,宏碩系統,,1130.0,False,169.5,158.0,169.5,158.0,695378,5.269444288678293,61.51668190846567,16.18379620169262,6.744377236466291,-3.48855746941544,1.5512177671100351,1.1183471083967718,100.0,65.76576576576554,154.68155925054754,164.25010165302487,0.0,0.0,3.0,-119160.0,0.0,281.0,-1,14,0.0,0.0,0.1573288826383034,0.1649484536082475,0.0970873786407766,76.0,0.0,0.0,,,A,"macd_golden_cross, above_ema60, volume_break, rsi_strong, breakout_20d, market_above_ma60, hist_turn_positive, stronger_than_market, obv_uptrend, dealer_buy_3d, bb_squeeze_breakout, breakout_volume_confirm, cci_momentum, mfi_strong",,0,,,,,,,,,,
