rank,stock_id,name,industry_category,entry_score,entry_signal,close,open,high,low,volume,volume_ratio,rsi14,adx14,atr14,macd,macd_hist,bb_pct_b,stoch_k,stoch_d,ema20,ema60,foreign_buy_streak,invest_trust_streak,dealer_buy_streak,foreign_net,invest_trust_net,dealer_net,f_score,condition_count,margin_change_5d,short_ratio,relative_strength_5d,return_5d,day_return,momentum_score,revenue_yoy,revenue_mom,entry_reason,skip_reason,limit_down_streak
40,4566,時碩工業,,984.2887482559976,False,70.2,68.0,73.0,66.5,7407180,3.9288748255997503,60.12786047313938,17.659970624148393,3.564702086766032,0.0657191833846866,0.4161497864467528,0.8567524564997647,80.55555555555559,70.86894586894535,64.83343512550015,63.450950097547945,0.0,0.0,0.0,-881964.0,0.0,-22042.0,-1,13,0.0,0.0,0.0524076989226873,0.110759493670886,0.0446428571428572,63.0,0.0,0.0,"macd_golden_cross, above_ema60, ema60_gt_ema120, volume_break, rsi_strong, market_above_ma60, liquidity_ok, hist_turn_positive, stronger_than_market, obv_uptrend, cci_momentum, mfi_strong, above_ichimoku_cloud",,0
41,6548,長科*,,982.7475879231408,False,68.2,66.5,68.4,64.6,27293174,2.77475879231409,78.54994381480782,25.74507539099936,3.103193904469844,3.020182661497074,1.8579034633842075,1.1467298282190097,99.03147699757868,93.49052933967384,55.722514062794126,52.1878089828171,0.0,0.0,1.0,-5259134.0,0.0,291260.0,-1,13,0.0,0.0,0.2557137158491041,0.3140655105973027,0.0271084337349396,72.3,0.0,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",,0
42,4906,正文,,974.9433851370142,False,49.7,49.9,51.5,47.45,64823151,1.9943385137014176,74.67991971516298,30.06962181371256,2.71677922393614,2.592323960927466,0.9984673909992998,1.1258891330531702,87.50000000000003,88.17493112947643,41.230428295206174,36.91839473827543,0.0,0.0,0.0,-1806689.0,0.0,-184110.0,-1,13,0.0,0.0,0.1748988255991961,0.2332506203473947,0.050739957716702,58.1,0.0,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud","long_upper_shadow, open_high_close_low, gap_chase_after_blowout",0
43,5425,台半,,969.1628608375676,False,116.5,125.5,125.5,113.0,66971315,1.916286083756762,83.21568597446122,47.39119243179324,7.225486624601595,11.8374580832035,3.4618496211416208,1.0403137910914806,80.76923076923076,88.71169480925589,87.70275302647133,72.60290513228172,0.0,0.0,0.0,-12456280.0,0.0,-192908.0,-1,13,0.0,0.0,0.2791912592127659,0.3375430539609645,0.0174672489082969,57.6,0.0,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud","open_high_close_low, gap_chase_after_blowout",0
44,4973,廣穎,,967.4633359353618,False,160.0,165.0,165.0,151.5,14062351,1.746333593536174,82.06519428480529,41.57734802304462,9.211210562168434,15.3860205616119,3.769235319998458,1.0953021704735204,91.8032786885246,97.2677595628417,118.32244982003542,92.14305529611111,0.0,0.0,0.0,-695590.0,0.0,-15920.0,-1,13,0.0,0.0,0.3329525530778883,0.3913043478260869,0.0491803278688525,53.6,0.0,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud",open_high_close_low,0
45,8455,大拓-KY,,964.7975022761872,False,46.35,48.05,48.05,43.75,323347,2.979750227618721,77.71734603686642,40.73427757569065,2.678548289070605,5.425348543944779,0.8114202993700612,0.8970341372588057,80.89887640449442,67.12975979302307,35.8269542464259,27.89257339103109,0.0,0.0,0.0,-1000.0,0.0,0.0,-1,13,0.0,0.0,0.0975085543789833,0.1558603491271819,0.060640732265446,70.4,0.0,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, cci_momentum, mfi_strong, above_ichimoku_cloud",open_high_close_low,0
46,6290,良維,,957.6814509960606,False,347.0,347.5,347.5,321.5,12052358,1.7681450996060573,74.59769140776802,23.09513865414667,18.21102708543066,19.45480004159469,6.121973610462998,1.0694119672754794,85.85858585858585,82.87459274514306,293.83251757788446,257.09621536300347,0.0,0.0,1.0,-2220258.0,0.0,42983.0,-1,13,0.0,0.0,0.1898496441007222,0.2482014388489208,0.0327380952380953,53.2,0.0,0.0,"above_ema60, ema60_gt_ema120, volume_break, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, breakout_volume_confirm, mfi_strong, above_ichimoku_cloud","open_high_close_low, gap_chase_after_blowout",0
47,6412,群電,,955.5109687430552,False,102.0,102.0,103.5,100.0,2272632,0.5510968743055233,65.73367484451455,39.32393745759868,4.518466016555433,4.944512076295894,0.5423397060719708,0.84972496359003,73.6842105263158,66.98564593301369,94.28253081376296,88.11765501589662,8.0,2.0,2.0,56880.0,1000.0,2417.0,-1,13,0.0,0.0,-0.0434264216138702,0.0149253731343284,0.0323886639676114,7.6,0.0,0.0,"above_ema60, rsi_strong, market_above_ma60, avoid_chase, liquidity_ok, foreign_buy_3d, adx_trending, kd_golden_cross, obv_uptrend, invest_trust_buy_2d, cci_momentum, mfi_strong, above_ichimoku_cloud",,0
48,6147,頎邦,,941.2542232261758,False,305.5,300.5,305.5,290.0,39415888,0.6254223226175786,87.17540491489889,56.1538886903852,18.66585946413744,36.69660014855268,6.530786387113622,1.1409265175321155,100.0,90.25742248540156,219.32516078564623,154.6108484991392,0.0,4.0,0.0,-11286026.0,1065000.0,-15684.0,-1,13,0.0,0.0,0.3592816159246552,0.4176334106728538,0.0989208633093525,39.2,0.0,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, adx_trending, stronger_than_market, obv_uptrend, invest_trust_buy_2d, bb_squeeze_breakout, mfi_strong, above_ichimoku_cloud",,0
49,6672,騰輝電子-KY,,936.1289692541014,False,222.5,220.5,224.0,219.0,6842632,1.1128969254101426,66.66638974382045,36.22174928769257,12.019043311273418,8.970718031789886,0.8119005646269777,0.7996397190291946,96.875,90.73738761238748,199.81260906567132,170.35115602503166,1.0,0.0,1.0,12356.0,0.0,5137.0,-1,12,0.0,0.0,0.0944979461844439,0.1528497409326425,0.0348837209302326,32.0,0.0,0.0,"macd_golden_cross, above_ema60, ema60_gt_ema120, rsi_strong, market_above_ma60, liquidity_ok, hist_turn_positive, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,0
50,6005,群益證,,929.5317181732772,False,38.5,36.8,38.5,36.5,17154226,0.9531718173277336,84.31117578265442,47.872872479855786,1.214547890582487,1.747560884019716,0.6225908088302423,1.2397344963682548,100.0,92.6355492692128,32.38426000341331,30.09732732978248,7.0,0.0,0.0,1682000.0,-212000.0,0.0,-1,12,0.0,0.0,0.1485447569759392,0.2068965517241379,0.0694444444444444,34.5,0.0,0.0,"above_ema60, ema60_gt_ema120, rsi_strong, breakout_20d, market_above_ma60, liquidity_ok, foreign_buy_3d, adx_trending, stronger_than_market, obv_uptrend, mfi_strong, above_ichimoku_cloud",,0
